english,ekegusii
"The people of Nyanchwa Hill said: We will not allow this thing to be lost, lest we lose our identity and knowledge. Let us return to Kisii Town to visit the beautiful Nyanchwa Hill. Picture with Petronillah Ogoti, Gusii.com files.","Abamenyi ba Nyanchwa Hill: Ntwe nigo totagete kobutora omote oyo, erinde toagache chinyomba ase tokomenya. Korigereria korwa Kisii Town gochia aaria beautiful Nyanchwa Hill. Picture na Petronillah Ogoti, Gusii.com files."
"And so, those who went around realized that they should not give up, but persevere and continue to explore this thing and ensure that it remains strong enough to last forever! They gathered and deliberated further.","Bono ekero bwairete aba bakairana chinsobo buna yarenge botambe, bakaboka rituko rinde na kogenda ase omote oyo na konyora naende bwamire anene kobua buna bayotigete! Bagakumia na goichana mono kerage."
"These words spread throughout the land, leading to respect and understanding, so that people would not underestimate the importance of preserving this thing. They believed that if it were forgotten, it would be like losing a precious treasure. But if they remembered and cherished it, birds would fly high above, rejoicing.","Aya akaba kagokorekana ase amatuko atari make, goikera engaki baruseti moyo buna omote oyo tobwenereti gokunwa. Bagateba buna nigo ogotigwa igo, bwame goikera kaa ase oratigere kwama. Bono buna babwatete amakere na gotenena bayosonchete, Okanyoni oyomo akairuruka goocha ase barenge."
Birds flew swiftly.,Okanyoni nabwate eng'ana
"That bird is known for its speed, but people don't know what makes it so fast. This bird helped those who needed assistance, offering support and encouragement, but some doubted its ability because of its small size.","Okanyoni oyo nigo arenge omosiniini mono batare koyemanya buna n' Oknyoni ki orenge. Okanyoni oyo akabakwanera korende as’ eng’encho aba barenge n’ obororo obonge, tibachia komokwanera ekiagera nigo bayechayete buna tayarenge n’amang’ana arabakonye nonya n’ asinini."
"Therefore, the bird decided to demonstrate its strength and resilience. It declared, “I will show you. Today I will reveal my power and prove that I can overcome any obstacle. I am also capable of carrying heavy burdens across vast distances.”","Korende Okanyoni ere tachieti korusia moyo kobakwanera. Akagenderera kobatebia buna ""Timoseka. Aya nkobatebia nigo are y’e ng’encho na nigo arabakonye ase anene kegima motaregokagera. Nche ninde n’ obokonyi n’ obobisi bw’ omote oyo obanchandire emiaka emenge"
"And so, the people gathered to witness the bird's demonstration. “This is a testament to the strength of our ancestors. The secret to success lies in perseverance, dedication, and unwavering commitment. If this bird can achieve such feats, then we too can overcome challenges and build a prosperous future!”","Bono abanto aba bagakumia na gokira erinde bategerere aya Okanyoni oyo abwate. ""Okaobori nere obanchandire ase amatuko aya onsi. Ekero mogokora kogecha nigo Okaobiri arenge gocha, omena ase mware gwatia erinde omote oyo osaboka obotuko obogima! Nigo Okaobiri atagete omote oyo onyakoba aroro ekiagera nigo okomokonya kwebisera ababisa baye erinde obatwara na konyora endagera yaye yak era rituko"
"The bird continued to proclaim to the people of Nyanchwa, “My friends, remember this lesson: always strive for excellence and never settle for mediocrity. Work diligently and tirelessly, and let your efforts bear fruit for generations to come.”","Okanyoni akagenderera okobatebia abamenyi b' Nyanchwa buna ""Ekero mwainokire, nere buya mwatiga ebisire aroro na nigo mogwatia mwatiga aria ase atieriri arori igoro, erinde kogocha komena omote egesire kenyenye oromeme rwaye"
"And so, the bird completed its mission, leaving the people of Nyanchwa inspired and motivated. To commemorate this event, they held celebrations and shared stories, ensuring that the memory of this remarkable bird would endure.","Ekero Okanyoni akoora goteeba amangana aya, abanto ba Nyanchwa bakaigwa buya na koirana chinsobo. Kobwakia emaambia yaye, bagacha n’ ebisire bitieriri bigaika na bagachaka goatia omote oyo ong’ana swanya."
"But Okaobiri alone remained focused on the task. And indeed, his wisdom shone brightly!",Amamocho mono ase Okaobiri komena omote. Bono onyenyire oromeme rwaye rwensi pi!
"After much deliberation, they began working on the task together, striving for excellence and achieving great results. But alas, Okaobiri stumbled and fell while attempting the task. However, he quickly recovered and persevered, refusing to give up!","Ekero riagororobete, aba bagatiga ebisire ase omote naaria ase atieriri akaroria igoro erinde bakagenda chinsobo. Buna botambe ere, Okaobiri agacha na kong’ea komena omote oyo. Keri keri, Okaobiri agachacka komena buna botambe na konyenya oromeme rwaye na korobutora!"
"Okaobiri was exhausted, and his limbs were aching, but his spirit remained unbroken. Okaobiri rose again, strengthened by determination, and continued his journey with renewed vigor. From that moment forward, the task became easier. The people of Nyanchwa rejoiced, realizing that through unity and collaboration, they could accomplish anything, and their community flourished like never before.","Okaobiri akaigwa obororo, n' amanyinga agaiteka atari make. Okaobiri korora iga, agatiachoria n' chimbero chimbariri, tachia koirana rinde aiga. Korwa abwo, mote oyo tochieti gosaboka. Abamenyi b' Nyanchwa bakayogecha igo, goikera okagwa nse, n omogoko ogaichora ase abanto abwo bachagete gosimeka chindagera chikaama."
"The heart says that when Omosongo arrived in Gusii land, the people of Abagusii accepted his intentions. The heart also says that Omongeresa led him to the customs of the Gusii people in the year 1893. That event became known as Gusii, and the leaders of Abagusii agreed on four things:","Magokoro nigo agoteba nga konyora Omosongo ataraika Gusii, kera enyomba ase Abagusii yabwate omogambi. Nigo magokoro agoteba ng'a Omongeresa nigo aigete ase erwenyi ya seito Gusii ase omwaka 1893. Ekero ekio kio ogoika nka Gusii, abagambi ba Abagusii nigo barenge buna ekobwatia:"
1.Bonchari: Chief Okongo and others from the Bonchari region acknowledged that Omosongo had come to Gusii.,1.Bonchari: Omogaka Okongo nere orenge omorwoti aaria Bonchari yaito ekero Omosongo agoika Gusii.
2.Bogirango Irianyi (South Mugirango): Chief Kereu and others from Bogirango Irianyi stated that Omosongo had come to Gusii.,2.Bogirango Irianyi (South Mugirango): Omogaka Kereu nere orenge kogamba Bogirango Irianyi yaito ko Omosongo agoika Gusii.
3.Bomachoge: Chief Nyamosi and others from Bomachoge confirmed this matter.,3.Bomachoge: Omogaka Nyamosi nere obete omorwoti o Bomachoge yaito ase engaki eyio.
4.Bobasi: Chief Nchore and others from the Bobasi region affirmed this matter.,4.Bobasi: Omogaka Nchore nere orenge kogamba aaria Bobasi yaito ase engaki eyio.
5.Nyaribari: Chief Nyamwamu and others from Nyaribari stated that Omosongo had come to Gusii.,5.Nyaribari: Omogaka Nyamwamu nere orenge kogamba ase Nyaribari yaito ko Omosongo agoika Gusii.
6.Bogirango Sugusu (North Mugirango): Chief Ndubi and others from Bogirango Sugusu confirmed this.,6.Bogirango Sugusu (North Mugirango): Omogaka Ndubi nere orenge kogamba aaria Bogirango Sugusu yaito.
"7.Bogetutu (Kitutu): From the council of elders of Enda and Enchogu, Chief Angwenyi and others from the Bogetutu region stated that Omosongo had come to Gusii.","7.Bogetutu (Kitutu): Ase ekenyoro kie Enda y' Enchogu, omogaka Angwenyi ominto nere orenge omorwoti aaria Bogetutu yaito ko Omosongo agoika Gusii."
"Therefore, the leadership of Chief Angwenyi in the Bogetutu area requires special attention. Why is this? This is because at that time, Chief Angwenyi was the leader throughout the entire Getembe (Bosongo) area where Omosongo first settled, yet he did not understand anything. It wasn't long before people said that Omosongo had conquered all of Gusii.","Korende obogambi bwo omogaka Angwenyi aaria Bogetutu needs special attention. Ase ki? This is because at the time, omogaka Angwenyi nigo arenge kogamba in the entire area ya Getembe (Bosongo) eyio Omosongo arierete obote, naende atagete koira. Tari igo rioka, Baba nigo agoteba buna Omosongo nigo arierete Gusii yonsi obote."
"“Omosongo conquered all of Gusii” – words of the elder Omongina Kwamboka Mireri, Ichuni, Kisii County: Photo by PETRONILLA OGOTI, Mwanyagetinge.com/2011","Nigo Omosongo arierete Gusii yonsi obote"" Magokoro baba ominto, Omongina Kwamboka Mireri, Ichuni, Kisii County: Picture na PETRONILLA OGOTI, Mwanyagetinge.com/2011"
The history of Gusii begins,Ense ya Gusii entobu
"Omongeresa led Getembe and wrote down the history, and it spread widely. However, some say that he didn't write about Omosongo coming to Gusii. Indeed, German administrators were present in Gusii before him. But, Omongeresa wrote so that it would be remembered that the Germans came to Bosongo (which is now called Getembe).","Omongeresa nigo aigete Getembe akanyora ense entobu, naende ebwate embeo engiya. Nonya nabo igo, akanyora nga tari ere Omosongo omotangani goika Gusii. Yaya. Konyora Omojeremani oikire Gusii before him. Bono, Omongeresa akanyora ng'a kumbe konyora Omojeremani otang'anire goika Bosongo (eyio naende ekorokwa Getembe)."
The incident at Nyabitabo,Ogosakora kwa Nyabitabo
"People say that Omongeresa and the German administrators fought a battle. After that, the Germans fled to Tanzania (which was then called Tanganyika). As a result, people began to tell different versions of events. This story is known as the story of Nyabitabo.","Buna baba agoteba, Omongeresa amo no Omojeremani bakarwana esegi. Korwa abwo, Omojeremani agatama gochia Tanzania (eyio yarenge korokwa Tanganyika at the time). Ekero eke, abanto bagasakora ebinto biokoriera endagera. Engaki eyio ekarokwa engaki ye Enyabitabo."
"In that story, the chief refused to allow anyone to settle in Gasuko, including the Suba people, and the followers of Omongeresa. Gasuko supported Omongeresa, but Chief Angwenyi refused to let them settle in the Getembe area.","Engaki eyio, omogaka narenge aroro ore korokwa Gasuko, oyio orenge Omosoba (Suba) naende omokirimani bwo Omongeresa. Gasuko agatebia Omongeresa buna omogaka Angwenyi nere ore kogamba ase ensemo eyio ya Getembe."
What will you say now?!,Nche tinkogamba ne ritoto!
"Omongeresa asked them to speak with Angwenyi, but Angwenyi refused to speak with them! Gasuko pleaded with Angwenyi, but Omongeresa managed to get a piece of land there anyway! Chief Angwenyi eventually agreed to speak with Omongeresa regarding settling in Nyarigoti.",Omongeresa agataka bagambe na Angwenyi korende Angwenyi akaanga buna takogamba ne ritoto! Gasuko akaebereria Angenywi ekero Omongeresa abegete eema yaye bweri gati! Omogambi Angwenyi agasoka na kogamba no Omongeresa ore korokwa Nyarigoti.
"Chief Angwenyi was arrested and imprisoned because of his uniform. Later, five days later, Angwenyi escaped while trying to reach his child concerning the matter of Getembe. Many of Chief Angwenyi’s children scattered and disappeared.",Omogambi Angwenyi akabekerwa rirangeti ribariri buna a uniform. Nyuma ye emetienyi etano Angwenyi agateba nga natagete gotigera omwana oye obogambi bwa Getembe. Gati ya abana bo omogaka Angwenyi abamura mbarengeo babere.
Angwenyi’s children: Ooga and Onsongo,Abamura bo omogambi Angwenyi: Ooga no Onsongo
"The eldest son was from Ooga. The younger son was from Onsongo. Angwenyi sent Onsongo to speak, but Gasuko sent Ooga instead. Gasuko supported Ooga, but they also told Onsongo to speak, saying that they should investigate the matter thoroughly and find out what happened.","Omomura omonene nere orenge korokwa Ooga. Omomura onde omokogoti nere ore korokwa Onsongo. Angwenyi nigo atagete Onsongo agambe, korende Gasuko nigo atagete Ooga. Gasuko agatebia Ooga buna ise ochorire Onsongo agambe, korende nabo bagoonchora obogambi obo magega yo okorwa chiombe emerengo ene."
The elders of that matter: What happened during that matter.,Abakungu emerongo ene: Chiombe emerongo ene.
Ooga had those elders with him. He chased away the cow that had been grazing near Gasuko’s territory until it reached a disagreement. Then Nyarigoti decided to arrest the chief who was causing trouble and was being influenced by Angwenyi.,Ooga narenge na abakungu emeronge ene. Akarusia engombe eyemo korwa kera ase omokungu mpaka chigaisana akaa Gasuko. Ekero Nyarigoti are kobekera omogambi egutwa omosangererekano okarangerigwa na Angwenyi.
