English,Kiswahili,Ekegusii,Domain
"Every child has rights to education, healthcare, and protection. Communities must report violations.","Kila mtoto ana haki ya kupata elimu, huduma ya afya, na ulinzi. Jamii lazima ziripoti ukiukwaji.","Kera omwana nare noboronge bwokonyora chisemi, obobwenia, na oborendi. Abanto goika barwe eripoti igoro yotaikeranigwa kwayio.",Security
State launches Kenya National Public Health Institute to bolster disease prevention,Serikali yazindua Taasisi ya Kitaifa ya Afya ya Umma ya Kenya ili kuimarisha kinga dhidi ya magonjwa,Eserekali yachakirie etaasisi yoborwaria ime ya Kenya yogokinia ogotanga kw'amarwaire,Health
KUCCPS third revision opens tomorrow ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ change your course before it's too late!,Marekebisho ya tatu ya KUCCPS yanafunguliwa kesho badilisha mwelekeo wako kabla haijachelewa!,"Ekeombe keria ekenene getenerete korangeria okoirora kwa gatato nkoigora kore mambia,  chenchia ekosi yao nyuma otaranyorwa!",Education
KUCCPS opens final course change window ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ switch degree before servers crash!,KUCCPS inafungua dirisha la mwisho la kubadilisha kozi ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ shahada ya kubadili kabla ya seva kuanguka!,"Ekeombe keria ekenene getenerete korangeria abana gochia eyunifasiti KUCCPS kiagoire omoroberio bwomoerio,  soa omoroberio bwedigiri nyuma eintaneti etaraengerwa!",Education
Announcing launch of a multi-county project to reinforce nutritious food availability during shocks and crises.,Kutangaza uzinduzi wa mradi wa kaunti nyingi ili kuimarisha upatikanaji wa chakula chenye lishe wakati wa mishtuko na migogoro.,Ogoraria gochakigwa omoroberio ase ekaunti erio gotingia ogotoka gwechindagera ekero kia eburaburu na chisegi,Health
Train on data management 2023.,Mafunzo kuhusu usimamizi wa data 2023.,Somia igoro yokorenda amang'ana 2023.,Education
Be alert in parking lots - have keys ready and check backseat before entering.,Kuwa mwangalifu katika maegesho ya magari - uwe na funguo tayari na uangalie kiti cha nyuma kabla ya kuingia.,Be alert in parking lots - have keys ready and check backseat before entering.,Security
Use a calendar or reminder app to keep track of ANC appointments and medications.,Tumia kalenda au programu ya ukumbusho ili kufuatilia miadi na dawa za ANC.,Tumika ekarenda gose ekeinyorio kende komanya rituko okogenda ebiriniki na korwarigwa,Health
"15,000 full secondary scholarships for arid counties ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ apply before Nov 30 via county office!","Ufadhili kamili wa masomo 15,000 wa sekondari kwa kaunti kame ...","Chibesa chiria chiogokonya abana ase abana 15,000 ase amasomo esekenderi ase abana baria bare ase chingongo chinyomo, toma ogosa nyuma yomotienyi 11 goetra ofisi chiekaonti yao!",Education
"Perpetrators of child abuse face severe penalties, including life imprisonment. Report offenders to ensure justice for victims.","Wahalifu wa unyanyasaji wa watoto wanakabiliwa na adhabu kali, ikiwa ni pamoja na kifungo cha maisha jela. Waripoti wahalifu ili kuhakikisha haki kwa waathiriwa.","Ebibago biria bigosaria abana mbirigereririe negesusuro ekenene, gosse giibwa maisa. Ripoti ebibago ebio ase okorigia ekeene ase baria bokoreirwe bobe.",Security
Continue breastfeeding during the night to meet babys nutrition needs and maintain milk supply.,Endelea kunyonyesha usiku ili kukidhi mahitaji ya lishe ya mtoto na kudumisha utoaji wa maziwa.,Genderera kogonkia omwana botuko na komenta amabere,Health
Keep learning! Enroll in nomadic schools for pastoralists.,Endelea kujifunza! Jiandikishe katika shule za kuhamahama kwa wafugaji.,Genderera gosoma! Erike gosoa chisukuru abana babatugi bakong'anyang'anya.,Education
Feed kids! Support meal programs in drought zones.,Lisha watoto! Saidia programu mipangilio ya chakula katika maeneo ya ukame.,Rageria abana! Sira emeroberio yendagera ase chingongo chinyomo.,Education
Verify charities before donating online.Fake fundraisers are common.,Thibitisha mashirika ya kutoa misaada kabla ya kutoa michango mtandaoni.Michango bandia ni ya kawaida.,Kongoria buya ebiombe biria bigosaba ogokonywa goetera eintaneti otararwa besa ende yonsi. Abarigia chibesa boborimo nao bare.,Security
Use flashlights instead of candles to prevent fires during blackouts. Report downed power lines to Kenya Power.,Tumia tochi badala ya mishumaa ili kuzuia moto wakati wa kuzimwa kwa umeme. Ripoti nyaya za umeme zilizoanguka kwa Kenya Power.,Tumia chitoci ase oborabu erio gotanga ogwateka kwomorero ekero esitima etaiyo.Manyia abanto besitima igoro yemerande yesitima eyio egwete inse.,Security
"Free coding bootcamps for 10,000 youth ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ register via TVETA portal now.","Kambi za mafunzo ya uandishi wa habari bila malipo kwa vijana 10,000 jiandikishe kupitia lango la TVETA sasa.","Omoroberio obeene orengete gosomia abasae 10,000, erike goetera TVETA bono.",Education
Provide resources! Fund mental health programs in schools.,Toa rasilimali! Fadhili programu za afya ya akili mashuleni.,Karwe ebigabeirie! Karwe chibesa gokonya emeroberio yobosemia bwebirengererio chisukuru .,Education
Hospitals urged to embrace and provide services under SHA,Hospitali zahimizwa kukumbatia na kutoa huduma chini ya SHA,Chinyagetari chiaborigwe korwa obobwenia inse yomoroberio omonene bw'obobwenia SHA.,Governance
Literacy platform expands into Kenyan public schools.,Jukwaa la kusoma na kuandika lapanuka hadi shule za umma za Kenya.,Amasomo gokonya gosoma ebitabu agareigwe goika chisukuru chionsi chieserikari.,Education
MoH assures parents of vaccine safety after two children died from polio shot,Wizara ya Afya inawahakikishia wazazi usalama wa chanjo baada ya watoto wawili kufariki kutokana na chanjo ya polio,Ewizara ya obochenu yaenekeire abaibori obuya bwa oborendi ase echancho nyuma yabana babere gokwa korwa echacho ya polio,Health
MoH reaffirms Kenya’s commitment to spearheading East African food environment policies including front-of-pack labeling.,Wizara ya Afya inathibitisha tena kujitolea kwa Kenya katika kuongoza sera za mazingira ya chakula za Afrika Mashariki ikiwa ni pamoja na uwekaji lebo kwenye pakiti.,"Ewizara yobochenu yatingiri okoerwa kwaye ime ya Kenya koraa emeroberio ase ebinto bitoetananete, sse orogongo rwa Afrika ya Mocha amo okobeka amangana make ase chipagiti",Health
Always use boiled or treated water when preparing infant food to prevent diarrhea.,Tumia maji yaliyochemshwa au yaliyotibiwa kila wakati unapoandaa chakula cha watoto wachanga ili kuzuia kuhara.,Botambe tumika àmache amorero koroseria chindàgera chia omwana gitanga ogosaa,Health
"Nairobi County Government urges members of the public to identify and collect the bodies within one week, failure to which they will be disposed of at city cemeteries.","Serikali ya Kaunti ya Nairobi inawasihi wananchi kutambua na kukusanya miili hiyo ndani ya wiki moja, la sivyo itazikwa kwenye makaburi ya jiji.","Eserekari yekaunti ya Nairobi yarure okoboria gochia ase abamenyi goikerana nakoenekia ng'a kwagara bare emebere ase egeka kwiewiki eyemo ere motwe, onye taribo, emebere eyuo nigo erachie koenigwa ase chimbera chikaunti eyuo.",Governance
"Tafadhali mjiandikishe kwa SHA, President Ruto urges Mkongani residents","Tafadhali mjiandikishe kwa SHA, Rais Ruto awahimiza wakazi wa Mkongani",kamoranche erikie ase ekeombe giokorua obobwenia ime yense. omonene bwense omosike Ruto oboririe abamenye ba Mkongani.,Governance
National Cybersecurity Strategy published outlining plans to protect digital infrastructure.,Mkakati wa Kitaifa wa Usalama wa Mtandaoni ulichapisha ukielezea mipango ya kulinda miundombinu ya kidijitali.,Omoroberio omonene bweserikari okorenda amang'ana aye arikire taminchoria gochia amaboko amabe nkiarurwete omoroberio buna ekorenda bionsi biria bigachete amang'ana.,Security
Kenya on high alert over new and deadly mosquito. Anopheles Stephensi causes the deadliest type of Malaria. Health researchers have found the mosquito in Mandera. Mosquito spreads Malaria in both urban and rural areas,Kenya iko macho kuhusu mbu mpya na hatari. Anopheles Stephensi husababisha aina mbaya zaidi ya Malaria. Watafiti wa afya wamegundua mbu huko Mandera. Mbu hueneza Malaria katika maeneo ya mijini na vijijini,"Kenya yakureire eumbu yachire embe. Anopheles Stephensi nigo ekoreta esosera embe. Abakori emeremo boborwaria banyorire eumbu eye aaria Mandera. Chiumbu nigo chikoenana esosera ase chinsemo ao ao ime y’emechi, n’ebinyoro.",Health
New legislation strengthens financial transparency and anti terrorism financing measures.,Sheria mpya huimarisha uwazi wa kifedha na hatua za kupambana na ugaidi za kufadhili.,Amachiko amayia okongirie obomiso marore buna chibesa chikoenanwa erio gotanga buna ebibago bwokoruta chipomu bikoegwa chibesa gokora oboseria bwabo.,Security
Inspect school buses 2020.,Kagua mabasi ya shule 2020.,Rora nga chirori chiesukuru mbuya nchiikeranetie ebinto bionsi biepara nobobogoria 2020.,Education
Welcome all! Enroll refugee students in local schools.,Karibu nyote! Waandikishe wanafunzi wakimbizi katika shule za mitaa.,Mwaariganiigwe mwensi! Anchera abana ba baria batamire chisegi korwa sobo gosoa chisukuru.,Education
"West Pokot Governor Simon Kachapin has criticized a section of local leaders, accusing them of engaging in divisive, toxic, and deceitful politics intended to derail development and promote sabotage.","Gavana wa Pokot Magharibi Simon Kachapin amekosoa sehemu ya viongozi wa eneo hilo, akiwashutumu kwa kujihusisha na siasa za mgawanyiko, sumu, na udanganyifu zinazolenga kuvuruga maendeleo na kukuza hujuma.","Omogabana opokot ya sugusu obamochirie egati yabarai bensemo eyuo ase ogokora siasa yokobagana abanto, yendamwamu amo neyo'bong'ainereria ere nekerenga yogoirania amagenderero ye'nsemo eyuo maega naboigo yokogochana.",Governance
Security tightened in Lamu following recent attacks and travelers are urged to remain vigilant and avoid certain road routes.,Usalama umeimarishwa Lamu kufuatia mashambulizi ya hivi karibuni na wasafiri wanahimizwa kuwa macho na kuepuka njia fulani za barabarani.,"Oborendi bwabekirwe boisaine aaria Lamu ase engencho yogoakwa chipomu bwango iga, ase ayio na abanto bare ase chifari chiabo baboriigwe koba maiso ase ogotaetera chinchera chiria chiregire.",Security
Kenya Forest Service calls upon the public to provide information on for community development.,Huduma ya Misitu ya Kenya inatoa wito kwa umma kutoa taarifa kuhusu maendeleo ya jamii.,Ekeombe ekenene kiobokoreri bwa'amanani kiobororie abamenyi korwa ebirengererio biogosegeta obokoreri ase ebinyoro,Governance
Farmers encouraged to register for subsidized animal feeds program.,Wakulima wanahimizwa kujiandikisha kwa ajili ya mpango wa chakula cha mifugo unaofadhiliwa.,Abaremi basegeterie kwerika ase omoroberio bweserikari oyio orengete korwa chindagera chietugo ase amagori amake .,Agriculture
The National Police Service has affirmed its commitment to the fight against narcotics and illicit brews while encouraging members of the public to support the fight by providing relevant information.,Huduma ya Kitaifa ya Polisi imethibitisha kujitolea kwake katika mapambano dhidi ya dawa za kulevya na pombe haramu huku ikiwahimiza umma kuunga mkono mapambano hayo kwa kutoa taarifa muhimu.,Ekeombe kiobokoreri kia abasikari kuianekirie ng'a okwerua kwaye korwania amariogo agotindia amo namarua ekienyeji na gosegeta abanto kobabwatisia ase emerobeio eyio ase okobamanyia ase amangana ayio agokoreka.,Governance
"Develop routines for nutrition, exercise, and sleep. This promotes physical and mental health, contributing to a balanced lifestyle.","Tengeneza utaratibu wa lishe, mazoezi, na usingizi. Hii inakuza afya ya kimwili na kiakili, na kuchangia mtindo wa maisha wenye usawa.","Rosia chinchera chiokoragera okuya, gokora amasoesi na korara. Eye nigo egokinia oborwaria bw'omobere n'obongo, erio gosiira komenya obogima oboikeranu.",Health
IEBC Urges Residents to Register as Iten Records No New Voters,IEBC Yawasihi Wakazi Kujiandikisha huku Iten Akirekodi Hakuna Wapiga Kura Wapya,ekeombe kiobochori nechimbebe IEBC kiaboriri abamenyi ba iten gwesokia na kwerikia buna abaaki chikura  asengecho nsemo eyuo tebwati banto bageni berikirie.,Governance
"Free national digital library launched ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ 100,000 books, no login required!","Maktaba ya kitaifa ya kidijitali ya bure yazinduliwa ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ Vitabu 100,000, hakuna kuingia kunakohitajika!","Ogosoma kwa bosa goetera egedichitari ochakirwe nebitabu 100,000, teganetie kwemanyekania gedichitari!",Education
"Straight row planting allows the use of hand-operated, push-pull weeders. According to Guimba farmers, they tried straight-row transplanting during the late ...","Kupanda kwa mstari ulionyooka huruhusu matumizi ya vipalizi vinavyoendeshwa kwa mkono, vinavyosukumwa na kusukumwa. Kulingana na wakulima wa Guimba, walijaribu kupandikiza kwa mstari ulionyooka wakati wa mwisho wa ...","Gosimeka ase omoroberio orambogete buya ngokonya ore ase oboremi bwamaboko, koburugera ebimeri. Koreng'ana na abaremi ba Guimba, bagatema gosimeka ase omorobiro ase okoiya na gosimeka  chingaki chia motwe.",Agriculture
Underage drug use leads to crime and health issues. Schools and parents should educate children on substance abuse dangers.,Matumizi ya dawa za kulevya kwa watoto wachanga husababisha uhalifu na matatizo ya kiafya. Shule na wazazi wanapaswa kuwaelimisha watoto kuhusu hatari za matumizi mabaya ya dawa za kulevya.,Abana abake konywa amarwa nigo gokogesa obosaria nemechando ya afia. Nere buya chisukuru nabaibori basomie abana igoro yemachando yokonywa amarwa.,Security
Teach safety! Include trafficking prevention in school curricula.,Fundisha usalama! Jumuisha kuzuia biashara haramu katika mitaala ya shule.,Somia igoro yokwerenda! Bwatania amasomo yokoibwa kwa abana ase omoroberio bwogosomia.,Education
Be cautious! Avoid chemical hazards near schools.,Kuwa mwangalifu! Epuka hatari za kemikali karibu na shule.,Ramokia amaiso! Tanga emechando ekorentwa nebinto biria abana bagokorera obosansi esukuru bire ebiechisumu,Education
IGAD commits to improving food and nutrition security in Africa. Data shows 21% of people across IGAD member states are food insecure,IGAD imejitolea kuboresha usalama wa chakula na lishe barani Afrika. Takwimu zinaonyesha 21% ya watu katika nchi wanachama wa IGAD hawana uhakika wa chakula,IGAD yerure gosegeta endagera enyonge orogongo rwa Afrika Chisabu chiarokiri emerongo ebere na eyemo ase emià yabamo be chinse chia IGAD mbabwati ndagera eisaine,Health
He further encouraged the public to be part of the process through reporting any incidences of bribery or corruption through relevant hotlines.,Aliwahimiza zaidi umma kuwa sehemu ya mchakato huo kwa kuripoti matukio yoyote ya rushwa au ufisadi kupitia simu husika za dharura.,Akagenderera gosegeta abanto koba abamo bomoroberio oyio goetera okorwa amangana igoro yobokorekanu ase amoroberio bwokorika abaami goetera enamba yesimi yamorero.,Governance
Stay safe online! Teach students to avoid cyber threats.,Kaa salama mtandaoni! Wafundishe wanafunzi kuepuka vitisho vya mtandaoni.,Kabe otari namochando ase eintaneti! Somia abana bande gwetanga kogosereria ase eintaneti.,Education
The Climate-Smart Agriculture Sourcebook comprises a wide range of knowledge and expertise on the concept of CSA to better guide policy makers.,Kitabu cha Chanzo cha Kilimo Kinachozingatia Hali ya Hewa kinajumuisha maarifa na utaalamu mbalimbali kuhusu dhana ya CSA ili kuwaongoza vyema watunga sera.,Egetabu gekworokereria igoro yoboremi boria bokoremereria ogosareka kwerire nkebwate chinsemo chingare chiesisemi na ochusi ase ebirengererio bia CSA erio korwa oborai bwabeene ase abarosia amachiko.,Agriculture
