English,Ekegusii,Domain
Kenya on high alert over new and deadly mosquito. Anopheles Stephensi causes the deadliest type of Malaria. Health researchers have found the mosquito in Mandera. Mosquito spreads Malaria in both urban and rural areas,"Kenya yakureire eumbu yachire embe. Anopheles Stephensi nigo ekoreta esosera embe. Abakori emeremo boborwaria banyorire eumbu eye aaria Mandera. Chiumbu nigo chikoenana esosera ase chinsemo ao ao ime y’emechi, n’ebinyoro.",Health
National Treasury answers citizen queries on budget allocations.,Ekegancha ekenene nkoiraneria kere abanainchi amaboria abo igoro yobobagi bwechibesa.,Education
"Growth in farming and markets on small holder among women and men, nutritious diverse harvests ..women have better chances to attain this than men.","Gokinia oboremi na echiro yerigesa riabaremi abaka na abangina amo nigo ekegosa oborageria bwendagera engiya ase omobere ase chinka, korende abangina mbare neribaga rigiya ase ogokora ayio kobua abagak ase chinka chiabo.",Agriculture
New legislation strengthens financial transparency and anti terrorism financing measures.,Amachiko amayia okongirie obomiso marore buna chibesa chikoenanwa erio gotanga buna ebibago bwokoruta chipomu bikoegwa chibesa gokora oboseria bwabo.,Security
Inspect school buses 2020.,Rora nga chirori chiesukuru mbuya nchiikeranetie ebinto bionsi biepara nobobogoria 2020.,Education
Ministry of Education pilots mobile science labs to enhance STEM education in arid and semi-arid lands.,"Eminisitiri yechisemi nere nemeroberio yogotema obosayansi ase chisukuru inke erio gokinia amasomo Yobosayansi, Etekinorochia, Oboinchinia amo Nechisabu (STEM) ase chingongo chinyomo.",Education
Welcome all! Enroll refugee students in local schools.,Mwaariganiigwe mwensi! Anchera abana ba baria batamire chisegi korwa sobo gosoa chisukuru.,Education
"West Pokot Governor Simon Kachapin has criticized a section of local leaders, accusing them of engaging in divisive, toxic, and deceitful politics intended to derail development and promote sabotage.","Omogabana opokot ya sugusu obamochirie egati yabarai bensemo eyuo ase ogokora siasa yokobagana abanto, yendamwamu amo neyo'bong'ainereria ere nekerenga yogoirania amagenderero ye'nsemo eyuo maega naboigo yokogochana.",Governance
Security tightened in Lamu following recent attacks and travelers are urged to remain vigilant and avoid certain road routes.,"Oborendi bwabekirwe boisaine aaria Lamu ase engencho yogoakwa chipomu bwango iga, ase ayio na abanto bare ase chifari chiabo baboriigwe koba maiso ase ogotaetera chinchera chiria chiregire.",Security
Kenya Forest Service calls upon the public to provide information on for community development.,Ekeombe ekenene kiobokoreri bwa'amanani kiobororie abamenyi korwa ebirengererio biogosegeta obokoreri ase ebinyoro,Governance
Farmers encouraged to register for subsidized animal feeds program.,Abaremi basegeterie kwerika ase omoroberio bweserikari oyio orengete korwa chindagera chietugo ase amagori amake .,Agriculture
The National Police Service has affirmed its commitment to the fight against narcotics and illicit brews while encouraging members of the public to support the fight by providing relevant information.,Ekeombe kiobokoreri kia abasikari kuianekirie ng'a okwerua kwaye korwania amariogo agotindia amo namarua ekienyeji na gosegeta abanto kobabwatisia ase emerobeio eyio ase okobamanyia ase amangana ayio agokoreka.,Governance
"Develop routines for nutrition, exercise, and sleep. This promotes physical and mental health, contributing to a balanced lifestyle.","Rosia chinchera chiokoragera okuya, gokora amasoesi na korara. Eye nigo egokinia oborwaria bw'omobere n'obongo, erio gosiira komenya obogima oboikeranu.",Health
IEBC Urges Residents to Register as Iten Records No New Voters,ekeombe kiobochori nechimbebe IEBC kiaboriri abamenyi ba iten gwesokia na kwerikia buna abaaki chikura  asengecho nsemo eyuo tebwati banto bageni berikirie.,Governance
"Free national digital library launched ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ 100,000 books, no login required!","Ogosoma kwa bosa goetera egedichitari ochakirwe nebitabu 100,000, teganetie kwemanyekania gedichitari!",Education
The government has said mama mboga to stop chopping vetables for their custormers due to Covid 19 fears,Eserekali yatebiririe mama mboga gotiga gokenyera abanto ching’eni ase eng’encho y’obwoba bwa COVID-19,Health
"Straight row planting allows the use of hand-operated, push-pull weeders. According to Guimba farmers, they tried straight-row transplanting during the late ...","Gosimeka ase omoroberio orambogete buya ngokonya ore ase oboremi bwamaboko, koburugera ebimeri. Koreng'ana na abaremi ba Guimba, bagatema gosimeka ase omorobiro ase okoiya na gosimeka  chingaki chia motwe.",Agriculture
Underage drug use leads to crime and health issues. Schools and parents should educate children on substance abuse dangers.,Abana abake konywa amarwa nigo gokogesa obosaria nemechando ya afia. Nere buya chisukuru nabaibori basomie abana igoro yemachando yokonywa amarwa.,Security
"Do you know? When you sleep good toutches cure of your mental health. 1. Try to have good sleep 7-9 hours every day. 2. Prevent yourself from taling drugs and drinks like coffee before you sleep, which hardens your sleep. Prioritize your sleep, as a way of recharging your brain, so that you wake up feeling strong","Nomanyete? Enchera okorara chitoro nigo chigokuna obobwenia bwebirengererio biago. 1. Renga korara ase chinsa 7-9 kera obotuko. 2. Etange na amariogo amo na ebinyugwa buna ekahawa nyuma otarara, ebikogosareria chitoro. Beka motwe ogotimoka kwao, chaji obongo bwango, erio oboke gosasogete!",Health
Teach safety! Include trafficking prevention in school curricula.,Somia igoro yokwerenda! Bwatania amasomo yokoibwa kwa abana ase omoroberio bwogosomia.,Education
Maidens are advized to take care of the umbilical cord of the child y ensuring that it is clean and not wet always. Do not apply some ash or traditional medicine as these can cause infections to the ambirical cord,Abareri nigo baborigwe korenda ekenyogu kiomwana ase okorenda korora ng'a nekerabu kere naende egekamoku. Mbabaisa goaka ebinto buna ribu gose emete yorosana ekiagera nigo birarente amarwaire,Health
Government launched a revised national CVE strategy emphasizing technology integration and youth-focused interventions.,Eserikari yarure omoroberio omoyia bwense na omoikeranu gotanga na korwania obokebago bwogotumia chinguru (CVE) ogosegeta kobwatania etikinorochi amo nemeroberio erengete abasae.,Security
National Research Fund expands grant opportunities focusing on interdisciplinary education research projects.,Chibesa chiomoroberio omonene bwa'masomo okorigia okomanya okoyia namachibu yemechando ereo ogareirie okorwa chibesa ase abasomi orenegete chinsemo chiechisemi chionsi.,Education
Be cautious! Avoid chemical hazards near schools.,Ramokia amaiso! Tanga emechando ekorentwa nebinto biria abana bagokorera obosansi esukuru bire ebiechisumu,Education
A special program to support agriculture and development (ASDSP ii) has began to assist achieve targets in Kenya and the government of Sweden date 17..,Omoroberio obeene bwogosira oboremi na amagenderero (ASDSP II) igo oansete ase engencho yogoikerania omoroberio bweserikari yaito ya Kenya na eserikari ya Sweden chitariki….,Agriculture
IGAD commits to improving food and nutrition security in Africa. Data shows 21% of people across IGAD member states are food insecure,IGAD yerure gosegeta endagera enyonge orogongo rwa Afrika Chisabu chiarokiri emerongo ebere na eyemo ase emià yabamo be chinse chia IGAD mbabwati ndagera eisaine,Health
Ministry of ICT and KICD launch program to enhance digital literacy skills among parents to support home learning.,"Eminisitiri Yamangan, Gokwanerana na Egetekinorochia (ICT) na ekeombe keria ekenene getenerete korosia amasomo agosomigwa (KICD) baansire omoroberio bwogosegeta  yegedichitari nochusi ase abaibori gokonya amasomo aban chinka.",Education
He further encouraged the public to be part of the process through reporting any incidences of bribery or corruption through relevant hotlines.,Akagenderera gosegeta abanto koba abamo bomoroberio oyio goetera okorwa amangana igoro yobokorekanu ase amoroberio bwokorika abaami goetera enamba yesimi yamorero.,Governance
Stay safe online! Teach students to avoid cyber threats.,Kabe otari namochando ase eintaneti! Somia abana bande gwetanga kogosereria ase eintaneti.,Education
The Climate-Smart Agriculture Sourcebook comprises a wide range of knowledge and expertise on the concept of CSA to better guide policy makers.,Egetabu gekworokereria igoro yoboremi boria bokoremereria ogosareka kwerire nkebwate chinsemo chingare chiesisemi na ochusi ase ebirengererio bia CSA erio korwa oborai bwabeene ase abarosia amachiko.,Agriculture
"These are exacerbated by factors such as limited data access, insufficient law enforcement resources, corruption, increasingly complex and digitalized supply chains, fragmented port processes, weak coordination between the public and private sectors and limited international cooperation.","Aya nigo anyorire ribaga ase engencho yogotaikera amang'ana, ogotakorera amachiko, obokorekanu, obokoreri bwegeintaneti obwo botamanyiri nabange ase obokoreri, emiongoka ase obokoreri, ogotabwaterana buya gati yabanyabiasara neserikari naboigo obogongeru bwokobwaterana korwa obomo bwense.",Governance
"Ogotara gose okorundia enyange supports the body for good health, prevents communicable diseases like cancer, diabetis and also contributes to good mental care in a person","Ogotara okuya na okorundia enyange nigo bigosiira obogima obuya, biatanga amarwaire atarikoambokera buna Cancer,Esukari na presha naboigo koreta oborwaria bw'obongo ase omonto .",Health
"uptake of Climate-Smart Agriculture (CSA). For example, as many climate-smart practices require long-term commitment, land tenure security is key to ...","Ogoitabeka kwoboremi bokogenda nerire (CSA). Buna ekiorokererio, buna ogotema oboremi obuya werire bogendererete cgokorwa neganeirie ogotugekwa ogotambe, na amachiko amaya igoro yobteneneri bwemegondo ase gokomboa emegondo...",Agriculture
Societal pressures and gender-based discrimination can contribute to stress and mental health challenges.,Okobetererigwa korwa ase eamate na ogwanchereria gw'ensemo eyemo yoroiboro nabo bikorenta ebirengererio ebinge na obokong'u bwe'eafya y'obongo.,Health
Install security cameras at entry points and make them visible.,Beka chikamera chikobwata buna abanto bagosoa na gosoka korwa bwoo as omorangu gose egeita hirirekanete buya.,Security
ment and wide-scale implementation of Push-Pull. Technology. This technology has been developed over the past two decades by ICIPE in collaboration with a ...,ment no goikerania ase oboagare ogosegeta  koira echiro na abagori. Tekinorochia. Etekinorochia eye nigo yarosiigwe gati yemiaka emerongo ebere yaetire goetera ICIPE ase okobwaterana na...,Agriculture
Egesa Career Clinic: Egesa FM presenters conduct sensitization programme in Kisii Presenters urged residents urged to embrace technical courses,obosemia bwobomanyi bwe'gesa: abararia begesa fm mbatwqre omoroberio bwobosemia bwobomanyi ase echera yogotiotereria abamenyi bagusii gosomera obobundi.,Governance
Transform your raw mangoes into a higher-value cassava chips. Discover simple processing methods and potential markets.,Onchoreria rigesa riamaembe ao gochia ebirengo biaigoro biebusamunyore biomwogo. Rigia komanya buna bire nechiro egiya.,Agriculture
"News about market access, tips on production on land...reduced competition on markets on national scale. Forehead plan on kenya....","Amang'ana igoro yogoikera echiro, ayarengete kogesa rigesa amo nemegondo, amo na ... Kwororobia okoamererania ase achiro yense. Omoroberio omotwe o'Kenya ...",Agriculture
Summary of UN counter terrorism strategies focusing on terrorism financing and international threat prevention.,Okorora okweng'e nemeroberio yobomo bwa Boraya (UN) bwogokinana nobokebago bwokoruta chipomu na gotanga baria bakoa ebibago chibesa gokora obokebago bwabo erio gotanga okogoswa korwa isiko.,Security
Shaking eye for infants is a sign of epilepsy. Seek for timely medical attention.,Okonyegerigwa gose ogotengecha kwa eriso ase ebingwerere nekemanyererio kia endururume Rigia obogwenia ase obwango,Health
Rural youth are bringing agriculture into the digital age. Meet three young rural people in Asia who've cracked the irrigation code!,Abasae korwa ebinyoro baansire koreta oboremi bwegedichitari  ase ekegori eke.  Umerana abase batato bebinyoro aaria Asia abwo banyorire enchera enyia yogosiarera amche mogondo.,Agriculture
Keep shrubbery near entry points low to maintain visibility.,Simeka amaoga ase omorangwa gose egesona kiao.,Security
Council of Governors uses podcasts for public awareness.,Egeikaranso kiabagafana nigo kebegete obokoreri bwabo ase chinkwana chiogotegererwa komanyia abanto.,Education
"There development funds for stalls amongs vegetable and fruit farmers. Learn further how to get involved successfully, proposal development and the last dates for submissions from SMEA.","Chibesa nchireo chigokonya okwaagacha ebisa bieriberera ase oboromi bweching'eni na amatunda. Rigia komanya aya arengete goikeranu ayio, buna ogosab agokonywa okwo, chingaki chiogosaba ogkonywa na wekero chigosiekwa na SMEA.",Agriculture
