English,Domain,Source,SourceFile
livelihood zones in the county was daily.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
livestock grazing areas to watering points is within the normal range (figure 7).,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
"17 percent of livestock had good smooth appearance body condition, 72 percent of livestock had moderate neither fat nor thin and 11 percent had borderline, fore ribs not visible, 12th & 13th ribs visible body condition having improved slightly in the month under review.",Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
and goats was fairly good across all the livelihood zones which was within the normal range and this is attributed to availability of forage and water availability coupled with minimal livestock diseases out breaks.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
normal range at this time of the year (Figure 8).,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
"Disease (LSD), Contagious Caprine Pleuro-Pneumonia (CCPP), and Anaplasmosis were reported in Mara, as well as parts of Naikarra and Siana wards in Narok West Sub-County during the period under review.",Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
by farmers through own arrangements County Government were employed.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
There were no reported livestock mortalities related to drought during the period under review.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
litres/day/household having increased by 11 percent when compared to previous month.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
recorded the highest yield at 6.8 litres/day/household while pastoral livelihood zones recorded the least amount of 2.6 litres/day/household.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
The low milk production in the pastoral livelihood zones is due to low livestock breeds.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
production is likely to improve further.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
The current milk production is above the normal range shown in figure 9.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
"3.2 RAIN-FED CROP PRODUCTION 3.2.1 Stage and Condition of Food Crops The main food crops grown in the county are Maize, Beans and Irish Potatoes.",Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
staple food crop followed by Irish potatoes and beans in the mixed farming livelihood zone and the agro-pastoral livelihood zone.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
Wheat and barley are generally grown in large scale scheme for commercial purpose by traders.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
The main activity at this time of the month is land preparation and planting.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
"in Mosiro, Pulunga and Naroosura region.",Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
"in the market during the month under review stood at Ksh.34,500 indicating slight increase of two percent when compared to the previous month of Ksh.",Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
livelihood zone particularly in Naroosura market at Ksh.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
"48,300 compared to Ksh 22,000 in the Agro- Pastoral livelihood zone.",Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
Slight increase in price is owed to improved livestock body condition.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
within the normal range (Figure 10).,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
"medium sized mature goat stood at Ksh.6,583 having risen by five percent when compared to the previous month.",Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
"6,400-6,500 in the mixed farming and pastoral livelihood zones recording the least price.",Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
demand occasioned by good livestock body condition.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
normal range (Figure 11).,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
58 having reduced by eight percent when compared to previous month’s price of Ksh.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
"from the month of June, 2025 through the month of October, 2025.",Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
improved stocks at household level owing to the increased maize harvest.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
highest price at Ksh.60 while Mixed farming recorded the least at Ksh.56.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
compared to September but slightly lower than the LTA.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
A kilo of beans stood at Ksh.140.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
livelihood zones Ksh.160 compared to the least price of Ksh.125recorded in Mixed Farming.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
normal range as shown in figure 13.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
month under review increased to 114 from 110 as recorded in the previous month.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
This indicates that a sale of a medium-sized goat fetched 4 kgs more compared to September.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
maize versus increase in goat price.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
within the long-term range (Figure 14).,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
consumption and its nutrition value.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
the normal range as shown in figure 15.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
(consuming cereals and vegetables- other vegetables in last seven days) food consumption score.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
was within the acceptable category of 80-100 percent (Figure 16).,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
categories respectively when compared to the household in the mixed and agro pastoral livelihood zones with no households in the poor or borderline category.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
The food dietary diversity at household level has influenced positively on household food security.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
to 1.9 from 1.7 percent in September.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
being malnourished at 2.7 percent compared to Agro-pastoral and Mixed Farming having minimal.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
The affected areas include Naroosura and Koyiaki wards in the pastoral livelihood zone (Figure 17).,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
The current situation is expected to improve owing to the projected improved productivity.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
diarrhoea cases across the livelihood zones.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
index (rCSI) remained stable when compared to the previous month.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
favourable terms of trade.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
less expensive food and reduced portion of meals were the most frequent coping mechanisms adopted across the livelihood zones during the period under review.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
The current reduced coping strategy index (rCSI) is within the normal range (Figure 18).,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
7.2 Migration The County did not register any livestock migration during the month under review.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
"7.3 FOOD SECURITY PROGNOSIS According to the Kenya Meteorological Department (KMD) weather forecast issued on 31st October 2025, rainfall in November 2025 is expected to range from near-average to above- average levels.",Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
"During this period, heavy storms are anticipated to occur more frequently, particularly in the afternoons and evenings.",Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
"Open water sources are expected to recharge to about 75–80 percent with the onset of the short rains season, resulting in shorter distances to domestic and livestock water points.",Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
The water is projected to last for approximately 2–3 months.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
Livestock productivity is likely to improve in areas with forecasted significant amounts of rains.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
The available pasture is likely to last for 1-3 in pastoral livelihood zone and 2-3 months in agro pastoral and mixed farming zones.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
