English,Kiswahili,Domain,Ekegusii
"SPEECH BY THE PRINCIPAL SECRETARY, STATE DEPARTMENT FOR BASIC EDUCATION, DR BELIO KIPSANG, CBS, DURING THE CLOSING CEREMONY OF THE 4TH AFRICAN CURRICULUM ASSOCIATION CONFERENCE ON 26TH JULY, 2023 AT THE KENYA INSTITUTE OF CURRICULUM DEVELOPMENT, NAIROBI","HOTUBA YA KATIBU MKUU IDARA YA ELIMU YA MSINGI DKT BELIO KIPSANG CBS WAKATI WA KUFUNGA KONGAMANO LA 4 LA CHAMA CHA MITAALA AFRIKA TAREHE 26 JULAI, 2023 KATIKA KIWANGO CHA DEWALA CHA KENYA, KENYA.",General,
Strong Women Strong World (SWSW): Beyond Access Learning Initiative,Wanawake Wenye Nguvu Ulimwenguni (SWSW): Beyond Access Learning Initiative,Education,
Makueni County: Drought Early Warning Bulletin for December 2023,Kaunti ya Makueni: Taarifa ya Onyo la Mapema kuhusu Ukame la Desemba 2023,Disaster/Health,
Coordination of admission of students to public universities in liaison with Kenya Universities and Colleges Central Placement Service.,Uratibu wa udahili wa wanafunzi katika vyuo vikuu vya umma kwa ushirikiano na Vyuo Vikuu vya Kenya na Vyuo Vikuu vya Huduma ya Upangaji.,General,
"His career began in 1993 as an assistant teacher, rising through the ranks to Principal of Ennosaen Secondary School, District Education Officer (Suba, Mbita, and Bomet), County Director of Education (Bomet and Kajiado), and Regional Director of Education overseeing the Eastern, Nairobi, Rift Valley, and Central regions. He also served with the Transition Authority as County Transition Coordinator for Narok County during Kenya's shift to devolved government.","Kazi yake ilianza mwaka wa 1993 kama mwalimu msaidizi, akipanda ngazi hadi kuwa Mkuu wa Shule ya Sekondari ya Ennosaen, Afisa Elimu wa Wilaya (Suba, Mbita, na Bomet), Mkurugenzi wa Elimu wa Kaunti (Bomet na Kajiado), na Mkurugenzi wa Elimu wa Kanda anayesimamia mikoa ya Mashariki, Nairobi, Bonde la Ufa na Kati. Pia alihudumu na Mamlaka ya Mpito kama Mratibu wa Mpito wa Kaunti katika Kaunti ya Narok wakati wa mabadiliko ya Kenya hadi serikali ya ugatuzi.",General,
CONSULTANCY SERVICES FOR A STUDY TO ESTABLISH THE PREVALENCE AND FACTORS PROPAGATING GENDER- BASED AND STUDENTS' VIOLENCE IN SCHOOLS UNDER THE SECONDARY EDUCATION QUALITY IMPROVEMENT PROJECT,HUDUMA ZA USHAURI KWA MASOMO ILI KUANZISHA UTENDAJI NA MAMBO YANAYENEZA UKATILI WA KIJINSIA- MSINGI NA WANAFUNZI SHULENI CHINI YA MRADI WA KUBORESHA UBORA WA ELIMU YA SEKONDARI.,General,
"Kenya Population Movement, DREF Operation No: MDRKE064 Final Report","Kenya Population Movement, DREF Operesheni No: MDRKE064 Ripoti ya Mwisho",Disaster/Health,
"Kenya, Africa | Floods 2023 Revised Emergency Appeal - Revised Operational Strategy (MDRKE058)","Kenya, Afrika | Rufaa ya Dharura ya 2023 Iliyorekebishwa - Mkakati wa Utendaji Uliorekebishwa (MDRKE058)",Disaster/Health,
El Niño in Kenya: How can humanitarian aid cope with climate change?,El Niño nchini Kenya: Misaada ya kibinadamu inawezaje kukabiliana na mabadiliko ya hali ya hewa?,Disaster/Health,
"""I pray we get rain by the mercy of God."" - Crisis in Kenya: Children on the brink of catastrophe","""Naomba tupate mvua kwa rehema za Mungu."" - Mgogoro nchini Kenya: Watoto katika ukingo wa janga",Disaster/Health,
What Is Therapeutic Milk? Treating Severe Child Malnutrition,Maziwa ya Tiba ni nini? Kutibu Utapiamlo Mkali wa Mtoto,Disaster/Health,
"UNICEF Kenya Humanitarian Situation Report No. 2, 19 March 2023 (Reporting Period 1 to 28 February 2023)","Ripoti ya Hali ya Kibinadamu ya UNICEF Kenya No. 2, 19 Machi 2023 (Kipindi cha Kuripoti 1 hadi 28 Februari 2023)",Disaster/Health,
"EU allocates €500,000 in emergency funding to Kenya, following devastating floods","EU inatenga €500,000 katika ufadhili wa dharura kwa Kenya, kufuatia mafuriko makubwa",Disaster/Health,
"SPEECH BY EDUCATION CABINET SECRETARY HON. DR. EZEKIEL MACHOGU, EGH, DURING THE FLAG-OFF OF THE 2024 ELIMU SHOLARSHIPS ON 19TH JANUARY, 2024 AT THE BOMAS OF KENYA","HOTUBA YA KATIBU WA BARAZA LA MAWAZIRI ELIMU MHE. DR. EZEKIEL MACHOGU, EGH, WAKATI WA KUZIMU KWA BENDERA YA 2024 ELIMU SHOLARSHIPS TAREHE 19 JANUARI, 2024 KWENYE BOMAS YA KENYA.",General,
"the availability of quality-assured HIV genotyping laboratory services producing comparable and reliable results at the national, regional and global level.","upatikanaji wa huduma za maabara za uchapaji genotype za VVU zilizohakikishwa na zinazozalisha matokeo yanayolingana na ya kuaminika katika ngazi ya kitaifa, kikanda na kimataifa.",General,
"He said while he had nothing against vaccination, he had not found time to visit the nearest health facility.","Alisema ingawa hakuwa na chochote dhidi ya chanjo, hajapata muda wa kutembelea kituo cha afya kilicho karibu naye.",Health,
Isiolo County: Drought Early Warning Bulletin for October 2023,Kaunti ya Isiolo: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Oktoba 2023,Disaster/Health,
Amnesty International Kenya condemns the continued use of unlawful force against protestors,Amnesty International Kenya inalaani kuendelea kutumia nguvu kinyume cha sheria dhidi ya waandamanaji,Disaster/Health,
Kenya country brief: Innovative Pedagogies Project,Muhtasari wa nchi ya Kenya: Mradi wa Ubunifu wa Ufundishaji,Disaster/Health,
"Kenya Price Bulletin, February 2024","Taarifa ya Bei ya Kenya, Februari 2024",Disaster/Health,
Kenya Situation Update: Kenya battles threats from communal militias and al-Shabaab | November 2024,Taarifa ya Hali ya Kenya: Kenya inapambana na vitisho kutoka kwa wanamgambo wa jumuiya na al-Shabaab | Novemba 2024,Disaster/Health,
Commemoration of these important days is key in that it reinforces the need to pay attention to immunization and prevention of disease.,Kuadhimisha siku hizi muhimu ni muhimu kwa kuwa inaimarisha haja ya kuzingatia chanjo na kuzuia magonjwa.,Health,
"""I would like to congratulate the Government of Kenya for this step toward increasing access to the first malaria vaccine, as part of a package of WHO-recommended measures to strengthen malaria control.","""Ningependa kupongeza Serikali ya Kenya kwa hatua hii ya kuongeza upatikanaji wa chanjo ya kwanza ya malaria, ikiwa ni sehemu ya hatua zilizopendekezwa na WHO za kuimarisha udhibiti wa malaria.",Health,
"As drought tightens its grip on northern Kenya, a new IPC report confirms the crisis is getting significantly worse","Wakati ukame unavyozidi kushika kasi kaskazini mwa Kenya, ripoti mpya ya IPC inathibitisha kuwa mzozo unazidi kuwa mbaya zaidi.",Disaster/Health,
Kenya: Floods Threaten Marginalized People [EN/SW],Kenya: Mafuriko Yatishia Watu Waliotengwa [EN/SW],Disaster/Health,
"Education CS Julius Ogamba flanked by (left to right) Dr. Esther Mworia, PS Technical and Vocational Education Training (TVET), Dr. Beatrice Inyangala, PS Higher Education and Prof. (Amb.) Julius Bitok, PS Basic Education.","Waziri wa Elimu Julius Ogamba akiambatana na (kushoto kwenda kulia) Dkt. Esther Mworia, PS Mafunzo ya Ufundi na Ufundi (TVET), Dkt. Beatrice Inyangala, PS Elimu ya Juu na Prof. (Amb.) Julius Bitok, PS Basic Education.",General,
Kenya: Humanitarian Snapshot (As of May 2026),Kenya: Picha ya Kibinadamu (Kuanzia Mei 2026),Disaster/Health,
"Kenya - Floods (UN OCHA, Kenya Met) (ECHO Daily Flash of 09 November 2023)","Kenya - Mafuriko (UN OCHA, Kenya Met) (ECHO Daily Flash ya 09 Novemba 2023)",Disaster/Health,
"CoronaVirus prevention advice! Wash hands frequently with soap and water. Avoid close contact with anyone with a fever or cough. Seek medical care early if you have cough, fever or difficulty breathing. #COVID19 #CoronaVirusKenya","Ushauri wa kujikinga na Virusi vya Corona! Nawa mikono mara kwa mara kwa sabuni na maji. Epuka kuwasiliana kwa karibu na mtu yeyote aliye na homa au kikohozi. Tafuta matibabu mapema ikiwa una kikohozi, homa au kupumua kwa shida. #COVID19 #CoronaVirusKenya",Public Health,
"IRC Re:BUILD - Policy Brief: The Impact of Cash Grants and Cash + Mentorship on Kenyan and Refugee Business Owners in Nairobi, Kenya - June 2025","IRC Re:BUILD - Policy Brief: Athari za Ruzuku za Fedha Taslimu na Fedha + Ushauri kwa Wamiliki wa Biashara wa Kenya na Wakimbizi huko Nairobi, Kenya - Juni 2025",Disaster/Health,
Kenya Turkana County - General Reference Map (09/11/2023),Kenya Kaunti ya Turkana - Ramani ya Marejeleo ya Jumla (09/11/2023),Disaster/Health,
"""I was tested for coronvirus and the results are negative. Let's stay home and keep distance to protect ourselves and our families,"" CS Mutahi Kagwe #KomeshaCorona update","""Nilipimwa virusi vya corona na matokeo yake ni hasi. Tukae nyumbani na tuweke umbali ili kujilinda sisi wenyewe na familia zetu,"" CS Mutahi Kagwe #KomeshaCorona sasisho",Public Health,
Floods in Kenya raise the risk of waterborne diseases,Mafuriko nchini Kenya huongeza hatari ya magonjwa yatokanayo na maji,Disaster/Health,
Kenya: Disease Outbreak Situation Report as of 28th Oct 2022 - EPI Week 42 2022,Kenya: Ripoti ya Hali ya Mlipuko wa Magonjwa kufikia tarehe 28 Okt 2022 - Wiki ya EPI 42 2022,Disaster/Health,
Kenya's leadership in disaster risk reduction comes at a time when the country faces increasing climate-related challenges.,Uongozi wa Kenya katika kupunguza hatari ya majanga unakuja wakati nchi hiyo inakabiliwa na changamoto zinazoongezeka zinazohusiana na hali ya hewa.,Disaster/Health,
Supporting a human rights economy in Kenya,Kusaidia uchumi wa haki za binadamu nchini Kenya,Disaster/Health,
Meru (Meru-North) County: Drought Early Warning Bulletin for December 2023,Kaunti ya Meru (Meru-Kaskazini): Taarifa ya Onyo la Mapema kuhusu Ukame Desemba 2023,Disaster/Health,
"Kenya - Key Message Update: Long rains ease conditions but Crisis (IPC Phase 3) to persist in pastoral areas, May - September 2026","Kenya - Taarifa ya Ujumbe Muhimu: Mvua ndefu zapunguza hali lakini Mgogoro (IPC Awamu ya 3) kuendelea katika maeneo ya wafugaji, Mei - Septemba 2026",Disaster/Health,
Lamu County: Drought Early Warning Bulletin for March 2023,Kaunti ya Lamu: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Machi 2023,Disaster/Health,
"Uganda, Kenya - Floods (DG ECHO, Uganda Red Cross Society, Floodlist, media, UNMA, Kenya Met Department) (ECHO Daily Flash of 02 May 2023)","Uganda, Kenya - Mafuriko (DG ECHO, Chama cha Msalaba Mwekundu Uganda, Orodha ya Mafuriko, vyombo vya habari, UNMA, Kenya Met Department) (ECHO Daily Flash ya 02 Mei 2023)",Disaster/Health,
"Kenya - Key Message Update: Above average terms of trade cushioning households into the lean season, August 2024","Kenya - Sasisho la Ujumbe Muhimu: Juu ya masharti ya wastani ya biashara ya kusaidia kaya katika msimu wa uhaba, Agosti 2024",Disaster/Health,
Kwale County: Drought Early Warning Bulletin for August 2023,Kaunti ya Kwale: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Agosti 2023,Disaster/Health,
Tharaka Nithi County: Drought Early Warning Bulletin for August 2024,Kaunti ya Tharaka Nithi: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Agosti 2024,Disaster/Health,
"Enablers for success include strong political leadership, targeted investments in high- burden counties,integration of digital health solutions, gender- responsive programming, and sustained community engagement.","Viwezeshaji vya mafanikio ni pamoja na uongozi dhabiti wa kisiasa, uwekezaji unaolengwa katika kaunti zenye mzigo mkubwa, muunganisho wa suluhu za afya za kidijitali, programu zinazozingatia jinsia, na ushirikiano endelevu wa jamii.",Health,
"I would like to emphasize the importance of Immunization & its linkage to Universal Health Coverage. I am appealing to mothers to ensure children are immunized, even as we grapple with the COVID-19 Pandemic; CS Mutahi Kagwe. #KomeshaCorona update.","Ningependa kusisitiza umuhimu wa Chanjo na uhusiano wake na Huduma ya Afya kwa Wote. Ninatoa wito kwa akina mama kuhakikisha watoto wanapata chanjo, hata tunapopambana na Gonjwa la COVID-19; CS Mutahi Kagwe. #KomeshaCorona sasisho.",Public Health,
Context Assessment: Increasing Security Challenges in Kenya,Tathmini ya Muktadha: Kuongeza Changamoto za Usalama nchini Kenya,Disaster/Health,
Kwale County: Drought Early Warning Bulletin for December 2023,Kaunti ya Kwale: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Desemba 2023,Disaster/Health,
Mandera County: Drought Early Warning Bulletin for March 2022,Kaunti ya Mandera: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Machi 2022,Disaster/Health,
"Long-term exposure can lead to persistent heat stress and exhaustion, worsen cardiovascular and respiratory conditions, increase mental health challenges and contribute to the development of chronic kidney disease.","Mfiduo wa muda mrefu unaweza kusababisha mfadhaiko wa joto na uchovu unaoendelea, hali mbaya ya moyo na mishipa na kupumua, kuongeza changamoto za afya ya akili na kuchangia ukuaji wa ugonjwa sugu wa figo.",Health,
Weekly Bulletin on Outbreaks and other Emergencies: Week 23: 3 - 9 June 2024 (Data as reported by: 17:00; 9 June 2024),Taarifa ya Kila Wiki kuhusu Milipuko na Dharura Nyingine: Wiki 23: 3 - 9 Juni 2024 (Data kama ilivyoripotiwa na: 17:00; 9 Juni 2024),Disaster/Health,
Humanitarian Action for Children 2024 - Kenya,Hatua za Kibinadamu kwa Watoto 2024 - Kenya,Disaster/Health,
Kenya Annual Country Report 2024 - Country Strategic Plan 2023 - 2027,Ripoti ya Mwaka ya Nchi ya Kenya 2024 - Mpango Mkakati wa Nchi 2023 - 2027,Disaster/Health,
Mandera County: Drought Early Warning Bulletin for September 2024,Kaunti ya Mandera: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Septemba 2024,Disaster/Health,
"Combination prevention programmes are rights-based, evidence-informed, and community-owned programmes that use a mix of biomedical, behavioural, and structural interventions, prioritized to meet the HIV prevention needs of individuals and communities, to have the greatest sustained impact on reducing new infections.","Mipango ya kuzuia mchanganyiko ni ya haki, yenye taarifa za ushahidi, na programu zinazomilikiwa na jamii zinazotumia mchanganyiko wa afua za kimatibabu, kitabia, na za kimuundo, zinazopewa kipaumbele ili kukidhi mahitaji ya kuzuia VVU kwa watu binafsi na jamii, ili kuwa na athari kubwa zaidi endelevu katika kupunguza maambukizi mapya.",General,
"The five key populations defined by WHO and UN partners deserve particular and specific attention. In the African Region, these populations face structural barriers to services that compound their risk exposure – barriers such as laws that criminalize their behaviour, stigma, discrimination and violence.","Idadi tano kuu zinazofafanuliwa na WHO na washirika wa UN zinastahili kuzingatiwa mahususi. Katika Kanda ya Kiafrika, watu hawa wanakabiliwa na vikwazo vya kimuundo vya huduma ambavyo vinaongeza uwezekano wao wa kukabiliwa na hatari - vikwazo kama vile sheria zinazoharamisha tabia zao, unyanyapaa, ubaguzi na unyanyasaji.",General,
Expanded Special Project for Elimination of Neglected Tropical Disease,Mradi Maalum Uliopanuliwa wa Kutokomeza Ugonjwa wa Kitropiki Uliopuuzwa,General,
"While the policy framework is in place, implementation gaps, especially around mobility and work permits, continue to limit labor market access.","Wakati mfumo wa sera upo, mapengo ya utekelezaji, hasa kuhusu uhamaji na vibali vya kufanya kazi, yanaendelea kupunguza upatikanaji wa soko la ajira.",Governance,
"In total, KRCS reports42,058 children under five provided with nutrition servicesto date under this drought response.","Kwa jumla, KRCS inaripoti watoto 42,058 walio chini ya miaka mitano waliopewa huduma za lishe hadi sasa chini ya mwitikio huu wa ukame.",Health,
"Observe social distance, wash your hands, wear face masks and stay home if possible, to stop the virus from spreading. We are boosting capacity to monitor porous borders; Dr. Rashid Aman. #KomeshaCorona update","Angalia umbali wa kijamii, osha mikono yako, vaa vinyago na ukae nyumbani ikiwezekana, ili kuzuia virusi kuenea. Tunaongeza uwezo wa kufuatilia mipaka ya vinyweleo; Dk Rashid Aman. #KomeshaCorona sasisho",Public Health,
Kenya: Baringo Social Unrest - DREF Operation (MDRKE059),Kenya: Machafuko ya Kijamii ya Baringo - Operesheni ya DREF (MDRKE059),Disaster/Health,
"Let us heed the wise counsel by His Excellency the President to; wash our hands regularly, wear a face mask, maintain social distance #KomeshaCorona","Tuzingatie ushauri wa busara wa Mheshimiwa Rais; kunawa mikono mara kwa mara, kuvaa barakoa, kudumisha umbali wa kijamii #KomeshaCorona",Public Health,
Wajir County: Drought Early Warning Bulletin for September 2024,Kaunti ya Wajir: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Septemba 2024,Disaster/Health,
"Kenya - Floods, update (DG ECHO, UN OCHA) (ECHO Daily Flash of 30 April 2024)","Kenya - Mafuriko, sasisho (DG ECHO, UN OCHA) (ECHO Daily Flash ya 30 Aprili 2024)",Disaster/Health,
"Kenya - Food insecurity and malnutrition (DG ECHO, IPC) (ECHO Daily Flash of 28 March 2025)","Kenya - Uhaba wa chakula na utapiamlo (DG ECHO, IPC) (ECHO Daily Flash ya 28 Machi 2025)",Disaster/Health,
