English,Domain
"The estimated volume of maize grain traded in the region in the fourth quarter (October-December) of 2018 was 111,000 tonnes.",Disaster/Health
Uganda and Tanzania accounted for 57 per cent and 32 per cent of total maize exports.,Agriculture
"Government data shows that the cost of living rose the most in Kenya during the first quarter (January-March) of this year at 4.39 per cent, followed by Tanzania (3.03 per cent), Uganda (2.9 per cent) and Rwanda (1.3 per cent).",Governance
The Mombasa County Health department is on high alert following a cholera outbreak at a Nairobi hospital as visitors from Kenya’s capital and other parts of the country troop to the Coast for the Easter holiday.,Health
Some 52 staff of The Nairobi Hospital have so far been diagnosed with cholera since the outbreak was first reported on Tuesday.,Health
"Due to the influx of visitors, especially from Nairobi, the Mombasa County government is now on high alert in bid to ensure the disease does not spread to the tourism hub.",Governance
Chief Public Health Officer Aisha Abubakar and Health executive Hazel Koitaba said the county is monitoring the situation to ensure the disease does not spread to the coastal town.,Health
"ENHANCED SURVEILLANCE “We have enhanced surveillance on acute watery diarrhoea cases, intensified visits to health facilities for active case search and supplied chlorine, ropes and pots to sub-counties for treatment of water sources especially in high risk areas such as slums,” Ms Koitaba said.",Health
"Dr Abubakar said health officials have intensified inspections of food premises and water sources. “We have mapped out a weekly reporting by health facilities [which has been] scaled up through regular visits to the facilities,” added Dr Abubakar.",Health
The official also urged residents and visitors to observe hygiene by washing their hands and eating only at licensed food joints.,Disaster/Health
Hundreds of Nairobi and upcountry residents have trooped to the Coast region for the Easter festivities.,Disaster/Health
The county has said that it has put enough measures to ensure that cholera does not spread to Mombasa.,Health
Most travellers to Mombasa visit public beaches and Swahili food joints.,Disaster/Health
"By JOSEPH OPENDA Some 37 families who were victims of the Solai dam tragedy in Subukia, Nakuru County have a reason to smile after they were Thursday handed new houses by the Kenya Red Cross Society (KRCS).",Governance
"The beneficiaries owned houses in Solai but they were destroyed when the Patel dam its walls on May 9, 2018.",Disaster/Health
The tragedy claimed 48 lives and left hundreds of families displaced when the raging waters swept their houses and other property downstream.,Disaster/Health
"Speaking during the official handing over ceremony, KRCS South Rift Manager Nicholas Kemboi said the housing project was part of the Solai community reconstruction programme.",Disaster/Health
"SH37M PROJECT “We had to ensure that the victims have a place to call home [and] we are happy that we managed to complete the project in time,” said Mr Kemboi.",Disaster/Health
"According to him, the project cost a total of Sh37 million.",Disaster/Health
"Each of the 37 houses has two bedrooms, a living room, a kitchen and an ablution block outside the main house.",Disaster/Health
The bedrooms were also furnished with a mattresses and a bed each.,Disaster/Health
"Ms Teresia Njeri, one of the beneficiaries, expressed her gratitude upon receiving the keys to her new house.",Disaster/Health
Ms Ann Mumbi on the other hand said her house will give shelter to her and her five siblings whom she takes care of following the death of her mother in the tragedy.,Security
"WARNING “After the tragedy, our life became very difficult as we struggled to look for rent but at least the burden seems to have been offloaded,” said Ms Mumbi.",Disaster/Health
"Rongai Deputy Sub-County Commissioner Julius Kavita urged the beneficiaries to occupy the houses themselves, warning them against renting them out for profit.",Governance
Mr Kavita also cautioned the victims against engaging in cheap politics which he said threatened to stall the reconstruction programme.,Disaster/Health
"The Nakuru County Executive for Trade Raymond Komen was also present, representing Governor Lee Kinyanjui.",Governance
"KEY HIGHLIGHTS The dry conditions and high temperatures experienced from January to March have pushed more counties into the Alarm drought stage, from one (1) in February to five (5) in March. 20 ASAL counties are reporting a worsening trend and only three (3) indicate a stable trend.",Disaster/Health
"Counties in the Alarm drought phase are Wajir, Mandera, Garissa, Marsabit and Turkana.",Disaster/Health
