Kiswahili,Domain
Kenya: Wakimbizi waliokumbwa na mafuriko huko Dadaab wanaohitaji msaada wa dharura,Disaster/Health
"Kila mtu lazima ajitahidi kuvaa barakoa katika maeneo ya umma mkutano wa wanahabari wa #KomeshaCorona na Waziri wa Afya, Mutahi Kagwe.",Public Health
Muhtasari wa Nchi wa WFP wa Kenya Mei 2026,Disaster/Health
Africa Zero Hunger: Safari ya kuwawezesha wanawake wakulima wa Mtakuja,Disaster/Health
Imefafanuliwa kuhusu shughuli za KRCS katika eneo la usajili,General
Bodi ya Famasia na Sumu inafanya kazi pamoja na washirika wa mpango ili kuhakikisha kuwa chanjo zinazozalishwa nchini zinakidhi viwango vya udhibiti vinavyohitajika ili kuwafikia wagonjwa kwa usalama.,Health
"Kinga ya baada ya kuambukizwa (PEP) ni matumizi ya dawa za ARV ndani ya saa 72 baada ya kuambukizwa VVU ili kuzuia maambukizi. PEP inajumuisha ushauri nasaha, huduma ya huduma ya kwanza, upimaji wa VVU, na usimamizi wa kozi ya siku 28 ya dawa za ARV pamoja na huduma ya ufuatiliaji. WHO inapendekeza matumizi ya PEP kwa mfiduo wa kikazi na usio wa kazini na kwa watu wazima na watoto.",General
Wasichana Wadogo Wako Mstari Wa Mbele Katika Hatua Ya Hali Ya Hewa Katika Jumuiya Ya Wafugaji Ya Kenya,Disaster/Health
@DrMercyHealth . Kenya na Afrika Kusini ni nchi 2 barani Afrika ambazo ziko mipakani na zinaangalia majaribio tofauti ya chanjo. Tuna ushirikiano na Chuo Kikuu cha Oxford na washirika wengine katika suala la kuhakikisha kuwa chanjo hii inapopatikana Kenya inakuwa na hisa.,Public Health
Kaunti ya Taita Taveta: Taarifa ya Onyo la Mapema kuhusu Ukame Machi 2024,Disaster/Health
Kaunti ya Makueni: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Septemba 2024,Disaster/Health
"Katika hali mbaya zaidi, maambukizi yanaweza kusababisha pneumonia au matatizo ya kupumua. Mara chache zaidi, ugonjwa huo unaweza kuwa mbaya. Saidia kujikinga wewe na wapendwa wako dhidi ya #CoronaVirus. . #CoronaVirusKenya @SpokespersonGoK @PDUDelivery @WHOKenya @UNICEFKenya @WHO @CDCKenya @KNH_hospital",Public Health
Pokot Magharibi: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Juni 2024,Disaster/Health
Kaunti ya Taita Taveta: Taarifa ya Onyo la Mapema kuhusu Ukame la Januari 2024,Disaster/Health
Kenya - Kaunti ya Garissa - Ramani ya Miundomsingi ya Kaunti Ndogo ya Balambala (29/08/2024),Disaster/Health
"Muhtasari wa Usaidizi wa USAID/BHA Kenya, Aprili 2024",Disaster/Health
CPJ inatoa wito kwa mamlaka za Kenya kuheshimu uhuru wa vyombo vya habari huku kukiwa na maandamano yanayoendelea,Disaster/Health
Muhtasari wa Kikanda wa ACLED Afrika: Septemba 2024,Disaster/Health
Wakfu wa Bill & Melinda Gates na Benki ya Uwekezaji ya Ulaya Wazindua Majaribio barani Afrika ili Kuboresha Upatikanaji wa Wajasiriamali Wanawake kwa Mitaji.,Disaster/Health
Kaunti ya Taita Taveta: Taarifa ya Onyo la Mapema kuhusu Ukame Machi 2023,Disaster/Health
Kaunti ya Lamu: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Mei 2023,Disaster/Health
Kuchora ramani ya marekebisho ya usalama wa hali ya hewa katika ngazi ya jamii katika Pembe ya Afrika,Disaster/Health
Kaunti ya Turkana: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Juni 2024,Disaster/Health
Kaunti ya Baringo: Taarifa ya Onyo la Mapema kuhusu Ukame Julai 2024,Disaster/Health
Kaunti ya Kilifi: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Septemba 2024,Disaster/Health
Hivi ndivyo unavyoweza kufanya ili kuzuia kuenea kwa #COVID19 nyumbani au kazini @CDCKenya @WHOKenya @UNICEFKenya @EduMinKenya @SpokespersonGoK @KenyaRedCross @Amref_Kenya @PDUDelivery,Public Health
Wizara ya Elimu na KUCCPS wanaalika maombi ya nafasi za masomo na kutoa ushauri wa taaluma kwa wanafunzi.,Health
Kaimu Mwakilishi wa WHO nchini Kenya ni Dk Neema Rusibamayila Kimambo.,General
"Unaweza kuepuka kwenda hospitalini au kuambukizwa COVID-19 ukifuata maagizo na kutumia barakoa, kunawa mikono na kudumisha umbali wa kijamii. 90% ya jukumu liko kwako; @HassanAliJoho",Public Health
Kaunti ya Isiolo: Taarifa ya Onyo la Mapema kuhusu Ukame Juni 2023,Disaster/Health
"Biolojia ya Masi na Bayoteknolojia (Chaguo za Viwanda, Mimea, Wanyama)",General
Mpango wa Rais wa Malaria: Mpango wa Uendeshaji wa Malaria wa Kenya FY 2023,Disaster/Health
Kinachofanya kazi katika kuzalisha mahitaji ya huduma za kupima VVU,General
Kenya: Mamia ya maisha yaliyookolewa kwa kutumia shanga za kibunifu husaidia kutambua nimonia miongoni mwa watoto,Disaster/Health
Kaunti ya Turkana: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Machi 2022,Disaster/Health
Waziri wa Afya Mutahi Kagwe alifanya mazungumzo na Balozi wa Ukraine nchini Kenya H.E Andriy Pravedynk ambaye alimtembelea katika ofisi yake ya Afya House.,Public Health
"Mradi wa mageuzi wa maji na usafi wa mazingira huleta manufaa ya kudumu katika Kaunti ya Siaya, Kenya",Disaster/Health
Simu ya dharura ya unyanyasaji mtandaoni 0800721524 ...,Education
Kenya Wakimbizi waliosajiliwa na wanaotafuta hifadhi | Oktoba 2025,Disaster/Health
Masks ni kizuizi rahisi kusaidia kuzuia matone yako ya kupumua kuwafikia wengine. Uchunguzi unaonyesha kuwa masks hupunguza dawa ya matone wakati huvaliwa juu ya pua na mdomo. #KomeshaCorona #WearAMask x.com/ExplainerKE/st …,Public Health
"Kufuatia kugunduliwa kwa virusi vya polio katika sampuli za kimazingira mjini Lusaka mapema mwaka huu, kampeni ya polio ilianza ili kuhakikisha kwamba kipimo cha mara kwa mara cha chanjo ya polio kinatolewa, ambayo ndiyo njia pekee ya kuwalinda watoto kikamilifu dhidi ya ugonjwa huo na kukatiza uwezekano wa maambukizi ya virusi vya polio. Awamu hii ya mwisho inalenga kujumuisha mafanikio haya kwa kutoa dozi ya mwisho ya ziada ya chanjo kwa watoto walio na umri wa chini ya miaka mitano ambao wamepata dozi katika awamu zilizopita, na kuwafikia watoto wowote walio katika hatari ambao wanaweza kuwa wamekosa dozi za awali.",General
"Dk. Clement Peter Lasuba, Mwakilishi wa WHO nchini Zambia, alisisitiza kuwa kukabiliana na milipuko inahitaji kuendelea zaidi ya mafanikio ya awali. ""Kila awamu inajengwa juu ya ile ya awali, na kuongeza kinga na kupunguza hatari ya maambukizi. WHO inaendelea kufanya kazi kwa karibu na Serikali na washirika ili kuhakikisha kuwa chanjo inamfikia kila mtoto anayestahili bila ubaguzi,"" alisisitiza.",General
Kaunti ya Kitui: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Mei 2024,Disaster/Health
Taasisi ya Kukuza Uwezo wa Walimu Barani Afrika,General
Taarifa ya Tahadhari ya Mapema ya Kitaifa (Juni 2023),Disaster/Health
"Kusaidia kukabiliana na wafugaji kukabiliana na mabadiliko ya hali ya hewa nchini Kenya: Zaidi ya mbinu ya ""ukubwa mmoja inafaa wote"".",Disaster/Health
Rwanda yapiga hatua kuelekea kutokomeza saratani ya shingo ya kizazi,General
Utoaji wa chanjo za COVID-19 kwa Jamhuri ya Kenya kupitia kituo cha COVAX,Disaster/Health
"Watoto wanabeba mzigo huu:ushahidi wa nyongeza wa matokeo mabaya ya lishe, na kupendekeza dhiki endelevu ya lishe badala ya mishtuko ya muda mfupi pekee.",Health
Kesi za COVID-19 barani Afrika kwenye uwanda endelevu15 Julai 2022,General
Kaunti ya Taita Taveta: Taarifa ya Onyo la Mapema kuhusu Ukame Machi 2022,Disaster/Health
Kenya: Wakimbizi waliosajiliwa na wanaotafuta hifadhi (kuanzia tarehe 30 Aprili 2024),Disaster/Health
"Kuhusu sisiKuhusu WHO katika kanda ya Afrika »Kuhusu SisiWasiliana nasiUongozi wa UtawalaMuundo wa shirikaProgramu na makundi Mkurugenzi wa Kanda ya AfrikaUwajibikaji »Ripoti za kifedha Mpango Mkuu wa Kazi Kujenga Afrika yenye Afya Bora, Pamoja: Ilani ya mageuzi",General
"WHO inapendekeza utekelezaji wa huduma za afya rafiki kwa vijana katika huduma za VVU ili kuhakikisha ushiriki na matokeo bora. Kuhusisha na kujishughulisha katika utunzaji wao wenyewe katika msururu wa matibabu na kupitia mzunguko wa kupanga, kutekeleza, kufuatilia na kutathmini programu ni muhimu. Huduma zinazoendeshwa na rika, zinazofaa kwa vijana, zilizounganishwa na huduma zingine ikijumuisha afua za kisaikolojia, ni njia mwafaka za kuboresha matokeo ya afya kwa vijana.",General
"Ili kusaidia nchi katika kuimarisha ufuatiliaji wa AMR na kuandaa mawasilisho ya data kwa GLASS, Ofisi ya WHO Kanda ya Afrika, kwa ushirikiano na timu ya GLASS ya Makao Makuu ya WHO, inaendelea kutoa mwongozo wa kiufundi, kujenga uwezo na fursa za kujifunza rika.",Education
Magonjwa yasiyo ya kuambukiza huongeza hatari ya kufa kutokana na COVID-19 barani Afrika10 Septemba 2020,General
Kaunti ya Kilifi: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Novemba 2023,Disaster/Health
"Mishtuko hiyo ni pamoja na d: Janga la COVID-19 na athari zake zilizofuata, migogoro katika Ulaya Mashariki na Mashariki ya Kati ambayo ilisababisha usumbufu wa usambazaji wa kimataifa na athari mbaya za mabadiliko ya hali ya hewa kutoka kwa ukame wa muda mrefu mnamo 2021 hadi mafuriko katika nusu ya kwanza ya 2024.",Disaster/Health
Kaunti ya Isiolo: Taarifa ya Onyo la Mapema kuhusu Ukame la Aprili 2024,Disaster/Health
"Mkakati huu wa Uzalishaji wa Ndani umeundwa ili kuweka huduma ya afya ya Kenya kama kitega uchumi cha athari za kijamii, usawa, ukuaji wa uchumi, kuvutia kibiashara na uendelevu.",Health
Kujenga Mifumo Imara ya Kuboresha Afya na Lishe nchini Kenya,Disaster/Health
"WHO, WFP na AU zinatoa vifaa muhimu kadri COVID-19 inavyoongezeka katika Afrika Magharibi na Kati15 Aprili 2020",General
Muhtasari wa Nchi wa WFP Kenya Septemba 2025,Disaster/Health
Kaunti ya Kwale: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Mei 2022,Disaster/Health
Kaunti ya Laikipia: Taarifa ya Onyo la Mapema kuhusu Ukame Julai 2023,Disaster/Health
Mtazamo wa Usalama wa Chakula nchini Kenya Agosti 2022,Disaster/Health
"Taarifa ya Kiuchumi ya Kenya, Juni 2024 (Toleo Na. 29): Kukuza Biashara kwa Ukuaji Imara na Uundaji wa Ajira kwa Nguvu.",Disaster/Health
WFP inakaribisha dola za Marekani milioni 37 kutoka kwa serikali ya Marekani kusaidia wakimbizi nchini Kenya na kuchukua hatua ya kutanguliza msaada wa chakula kwa walio hatarini zaidi.,Disaster/Health
CFK Africa Yashuhudia Athari Mbaya Nchini Kenya Kutoka Mwisho wa Shirika la Marekani la Usaidizi wa Maendeleo ya Kimataifa,Disaster/Health
Friji Inayotumia Sola Inaboresha Huduma ya Chanjo katika Vijiji Vigumu Kufikika Vijijini,Disaster/Health
Kaunti ya Kwale: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Januari 2024,Disaster/Health
"Gharama ya kutochukua hatua: Gharama ya kutotambua VVU na afya ya ngono na uzazi na haki za vijana nchini Kenya, Rwanda na Uganda.",Disaster/Health
Hakuna ziara katika shule za upili wakati wa muhula wa tatu kulingana na waraka.,Education
"Sasisho la Robo la Kenya, (Aprili - Juni 2023)",Disaster/Health
Ushirikiano wa kihistoria wa Denmark kati ya sekta ya umma na ya kibinafsi na WFP unapanua milo ya shule ya nyumbani katika Afrika Mashariki,Disaster/Health
Athari za COVID-19 kwa wafanyakazi wanawake katika uchumi usio rasmi wa mijini nchini Uganda na Kenya,Disaster/Health
"Mambo ya kufanya ili kuzuia COVID-19. Nawa mikono mara kwa mara. Epuka kugusa macho, pua na mdomo wako. Funika kikohozi chako au chafya Vaa barakoa ukiwa nje. Kaa nyumbani ukae salama. Umbali wa kijamii Safisha na kuua vijidudu na nyuso kwenye #KomeshaCorona",Public Health
UZINDUZI UJAO WA MCHAKATO WA MAANDALIZI YA BAJETI YA MWAKA 2027/28 NA WA MUDA WA KATI HAZINA YA TAIFA Hazina ya Taifa inafuraha kutangaza uzinduzi rasmi wa mchakato wa maandalizi ya Bajeti ya Mwaka wa 2027/2028 na Muda wa Kati.,Governance
Jibu la Dharura la Camillian na Usaidizi wa Kupona Mapema kwa Idadi ya Watu walioathiriwa na Mafuriko nchini Kenya,Disaster/Health
"MLIPUKO WA VIRUSI WA EBOLA BUNDIBUGYO Jamhuri ya Kidemokrasia ya Kongo | Ripoti ya Hali ya Nje ya Uganda ya Kila Wiki 08, Data kufikia tarehe 05 Julai 2026",General
"Katiba ya Kenya ya 2010, Kifungu cha 43 kinasema kwamba, ""haki ya kila mtoto kutokuwa na njaa na kuwa na chakula cha kutosha cha ubora unaokubalika ikiwa ni pamoja na maji safi na salama kwa wingi wa kutosha na zaidi ya yote haki ya kupata elimu"" inatupa mamlaka ya kuhakikisha kwamba mtoto anapata chakula cha kutosha na salama . Afya na lishe vina athari kubwa kwa mafanikio ya jumla ya elimu ya watoto wa umri wa kwenda shule. Kuhakikisha kwamba watoto wanalishwa vyema, wana afya njema na wanaweza kujifunza ni muhimu kwa ufanisi wa mfumo wa elimu.",General
"Tafadhali kumbuka kuwa ni lazima dai/madai yako ya bili yanawasilishwa kwa mujibu wa fomati zilizowekwa kama zilivyotolewa katika fomu F, G1, G2, G3, G4, G5, G6, G7, G8, G9, G10 na H, J1, J2 ambazo zinaweza kupakuliwa kutoka kwa tovuti ya Hazina ya Kitaifa: www.treasury.go.ke.ke.",Governance
"Kanisa nchini Kenya, kwa kuitikia ushauri wa serikali, limesimamisha ibada ili kusaidia kuzuia kuenea kwa COVID-19. Tunawasihi nyinyi akina dada na ndugu kuwa aina tofauti ya kanisa na kuchukua hatua za kila siku za kuzuia kunawa mikono mara kwa mara na kukaa nyumbani. #KomeshaCorona",Public Health
"Box 3000700100, Nairobi, Kenya Simu: +254202252299 Barua pepe: communications@treasury.go.ke www.treasury.go.ke TAARIFA YA BAJETI FY 2024/25 Mandhari: "" Kudumisha Chini - Ajenda ya Mabadiliko ya Kiuchumi na Kuweka Ulinganifu katika Uwekezaji wa Fedha. kwa Uboreshaji wa Maisha"" TAARIFA 2 ILIYOTOLEWA KWA MKUTANO WA TAIFA TAREHE 13 TAREHE JUNE 2024 NA PROF.",Disaster/Health
"Ukipokea barua pepe inayokuomba uthibitishe akaunti yako ya benki, usibofye ni ulaghai. Ripoti kwa Kitengo cha Uhalifu wa Mtandaoni cha DCI.",Security
Kielezo cha Suluhu na Uhamaji (SMI) cha Wajir na Mandera kinalenga kutathmini maendeleo kuelekea suluhu za kudumu kwa watu waliohamishwa makazi yao (IDPs na wanaorejea IDP).,Disaster/Health
Muungano wa kihistoria wazinduliwa barani Afrika ili kupambana na taarifa potofu za COVID-1903 Desemba 2020,General
Kaunti ya Marsabit: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Machi 2022,Disaster/Health
Ripoti ya Mitindo ya Taarifa ya AIRA - 21-28 Novemba 2023 (Muhtasari wa Kila Wiki #98 wa 2023),Disaster/Health
"Kaa nyumbani na unawe mikono kwa sabuni na maji yanayotiririka kwa angalau Sekunde 20 hadi #KomeshaCorona , Dk. Mercy Mwangangi, Katibu Mkuu Utawala, Wizara ya Afya katika Janga la Corona @K24Tv sasa moja kwa moja.",Public Health
"Moja ya dharura ya muda mrefu ya darasa la 2 (Mpox, Clade 1b) na matukio mengine kadhaa ya kipaumbele yanaendelea, ikiwa ni pamoja na milipuko ya surua katika kaunti tatu, mafuriko yaliyoenea kutokana na mvua ndefu za MAM, na shida kubwa ya usalama wa chakula na lishe katika kaunti kame na nusu kame (ASAL).",Disaster/Health
Mtazamo wa Usalama wa Chakula wa Kenya Usasishaji Desemba 2022,Disaster/Health
Ni Nini Kilicho Nyuma ya Vuguvugu la Maandamano la Kenya?,Disaster/Health
Kaunti ya Wajir: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Januari 2023,Disaster/Health
"Naibu Rais wa Kenya, washirika wa maendeleo, wakutana kuunga mkono usalama wa chakula nchini Kenya",Disaster/Health
"Mpito huu utaathiri Serikali ya Kitaifa, Serikali za Kaunti, na huluki zao, kuhakikisha uwazi na uwajibikaji zaidi katika kuripoti fedha.",Governance
"WHO inaunga mkono muunganisho ufaao wa homa ya ini na kuzuia maambukizi ya magonjwa ya zinaa, upimaji na matibabu na ushirikishwaji wa huduma zinazoshughulikia masuala ya afya ya ngono na uzazi na afya ya akili, ambayo pia ni muhimu kwa programu inayokubalika na yenye ufanisi.",General
Kakuma - Mkakati wa Kupunguza Hatari za Maafa 2023,Disaster/Health
Karatasi ya Ukweli: Usaidizi wa Pesa wa Kenya Cash Consortium-Alert kwa Jamii Zilizoathiriwa na Maafa katika Kaunti ya Mandera - Msingi na Mwisho (Februari 2026),Disaster/Health
Mtazamo wa Usalama wa Chakula Kenya Februari - Septemba 2026: Ahueni ya polepole kutokana na mvua mbaya za kihistoria ili kuendeleza Mgogoro (IPC Awamu ya 3) katika maeneo ya wafugaji.,Disaster/Health
"Kwa muda mrefu, biashara hizi za vikundi zina uwezo wa kuongeza mapato ya kaya, kuimarisha mshikamano wa vikundi, na kuchangia uthabiti mkubwa wa kiuchumi kati ya wanawake wanaoshiriki na jamii zao.",Disaster/Health
KomeshaCorona Njia bora ya kuzuia maradhi ni kuepuka kuambukizwa virusi hivi @WHOKenya @UNICEFKenya @CDCKenya @PDUDelivery @SpokespersonGoK @PSofKenya @prskkenya @KenyaMedics_KMA @KNH_hospital @KEMRI_Kenya @Kemsa_Kenya @UNAIDS @KenyaGovernors,Public Health
Taarifa ya Tahadhari ya Mapema ya Kitaifa (Februari 2024),Disaster/Health
"KomeshaCorona Chukua hatua za kujilinda kwa kunawa Mikono. ~Nawa mikono mara kwa mara kwa sabuni na maji yanayotiririka kwa angalau sekunde 20 haswa baada ya kuwa mahali pa watu wengi, au baada ya kupuliza pua, kukohoa, au kupiga chafya. @WHOKenya @CDCCA @PSofKenya",Public Health
"PS Ololtuaa alikuwa mgeni Mkuu wakati wa hafla ya Shukrani iliyofanyika katika shule ya upili ya Tenwek, iliyohudhuriwa na washikadau wa elimu wa Kaunti.",General
Kaunti ya Narok: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Septemba 2022,Disaster/Health
Hali ya uhamaji wa mifugo nchini Kenya na Ethiopia: Ramani ya njia za mifugo na masomo ya kesi juu ya vizuizi vya uhamaji.,Disaster/Health
Kutathmini upatanishi wa washirika katika kuunga mkono mfumo wa taarifa za afya nchini Kenya,Disaster/Health
Sasisho la Hali ya Kenya | Aprili 2023: Kuongezeka kwa Matatizo Huku Upinzani Unapofanya Maandamano Makubwa,Disaster/Health
PS Prof. Julius Bitok Atuma Vyumba vya Madarasa katika Msingi wa Kwa Njenga,General
Kenya - Kaskazini mwa Kenya: Ukali wa Ukame na Mfichuo wa Idadi ya Watu katika Kaunti ya Samburu (28 Januari 2026),Disaster/Health
Kujenga maelewano: Mbinu ya vitendo ya Shule ya Rozina Junior katika ujenzi wa amani,Disaster/Health
Mpango wa Kujenga Amani kwa Vijana wa Mkoa wa UNHCR: Muhtasari wa Mpango wa 2024 | Mashariki na Pembe ya Afrika na Maziwa Makuu,Disaster/Health
"Maambukizi ya VVU yanaweza kugunduliwa kwa usahihi mkubwa, kwa kutumia vipimo vya WHO vilivyohitimu ndani ya mbinu iliyoidhinishwa. Hakuna kipimo kimoja cha VVU kinachoweza kutoa utambuzi wa kuwa na VVU. Ni muhimu kwamba vipimo hivi vitumike kwa pamoja na kwa utaratibu maalum ambao umethibitishwa na unaozingatia kiwango cha maambukizi ya VVU kwa watu wanaopimwa.",General
Mlipuko wa Mafuriko na Kipindupindu Kenya 2025 - Ripoti ya Mwisho ya DREF (MDRKE066),Disaster/Health
"Tunapotumia pesa za akiba na mkopo kusomesha wasichana wetu, wasichana watajifunza mengi shuleni kusaidia jamii yetu.",Education
"Kenya: 2024 MSNI Bulletin, Desemba 2024",Disaster/Health
"Waziri Julius Ogamba, Naibu Waziri Prof Julius Bitok na DG Elyas Abdi wakati wa Mazungumzo ya Kitaifa mnamo CBE Aprili 24 2025",General
"Ufuatiliaji wa Msimu wa Afrika Mashariki: Athari nyingi za manufaa za mvua ya juu ya wastani katika Afrika Mashariki (Mei 31, 2024)",Disaster/Health
Kaunti ya Embu (Mbeere): Taarifa ya Onyo la Mapema kuhusu Ukame ya Oktoba 2022,Disaster/Health
Kaunti ya Wajir: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Aprili 2023,Disaster/Health
Mpango mkakati wa nchi ya Kenya (2023 - 2027),Disaster/Health
Kaunti ya Taita Taveta: Taarifa ya Onyo la Mapema kuhusu Ukame Julai 2022,Disaster/Health
Kaunti ya Makueni: Taarifa ya Onyo la Mapema kuhusu Ukame Juni 2022,Disaster/Health
UNFPA na Serikali ya Ufilipino inashirikiana kushughulikia athari za dharura ya ukame kwa afya ya ngono na uzazi na GBV nchini Kenya.,Disaster/Health
"HOTUBA YA KATIBU WA BARAZA LA MAWAZIRI WA WIZARA YA ELIMU MHE EZEKIEL MACHOGU, CBS WAKATI WA UFUNGUZI WA KONGAMANO LA WAKUU WA SHULE YA SEKONDARI YA 46TAIFA YA KENYA ULIOFANYIKA TAREHE 28JUNI 2023, JIJINI MOMBAA SHEHE.",General
Kaunti ya Garissa: Taarifa ya Onyo la Mapema kuhusu Ukame ya Novemba 2022,Disaster/Health
Mvutano wa Miji kwenye Mifumo ya Uzalishaji wa Chakula Vijijini Afrika Mashariki: Mapitio Mafupi ya Fasihi,Disaster/Health
Walimu wakuu na BoMs watapata miongozo na usaidizi katika kupanga uboreshaji wa shule na kuwezeshwa kutekeleza mipango ya kuboresha ufaulu wao wa shule.,General
Kaunti ya Garissa: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Februari 2023,Disaster/Health
Kenya - Kaunti ya Garissa - Dadaab - Kambi ya Wakimbizi ya Dagahaley - Miundombinu ya Maji - kuanzia Mei 2022,Disaster/Health
Madhara ya kusitisha kwa Marekani usaidizi wa kigeni kwenye programu za kimataifa za UKIMWI nchini Kenya,Disaster/Health
Kenya: Safari ya kuleta amani Baragoi,Disaster/Health
"Tuna kesi katika kitengele, Kumulu, tana River, ongata rongai miongoni mwa zingine. Tuendelee kufanya mazoezi ya umbali wa kijamii ili kuzuia kuenea kwa Coronavirus katika jamii zetu. Jipe moyo na ubaki salama. #KomeshaCorona sasisho.",Public Health
Kaunti ya Nyeri (Kieni): Taarifa ya Onyo la Mapema kuhusu Ukame Julai 2024,Disaster/Health
Kutatiza madhara nchini Kenya: Ushahidi kuhusu unyanyasaji na unyanyasaji wa kingono kwa watoto mtandaoni,Disaster/Health
Jiunge nasi tarehe 10 Septemba saa 12 jioni EAT kwa mtandao kuhusu kufanya kazi pamoja ili kuzuia kujiua. @MOHmentalhealth @irsan_omar @Dr_chitayi @ImmaculateKara2 @SML_kenya @chaolafemefatal @letsbonga @mainawrachel. kiungo.... bit.ly/3gL7mTu #suicidepreventionke,Public Health
