English,Kiswahili,Ekegusii,Domain
Control weeds in an environmentally friendly way using Integrated Pest Management (IPM) techniques suitable for onions.,Dhibiti magugu kwa njia rafiki kwa mazingira kwa kutumia mbinu za Usimamizi Jumuishi wa Wadudu (IPM) zinazofaa kwa vitunguu.,Tanga orosa ase omogondo as enchera engiya etari gosaria amasingira ase ogotumia amariogo ao ao goseria ebichuni gose amakonde (IPM) tekinorochia ebwenerete oboremi bwebibitunguo,Agriculture
"Reports detailed police-ordered lockdowns on Saba Saba Day, including blocked routes, live fire, and escalated confrontations.","Ripoti zinaelezea kwa kina amri ya polisi ya kufungiwa kwa watu siku ya Saba Saba, ikiwa ni pamoja na njia zilizofungwa, mapigano ya moja kwa moja, na mapigano yaliyoongezeka.","Chiripoti igoro ya buna abasikari batangete ogotara, gosanga na koererania amangana rituko ria Saba Saba, goetra ogosieka chipara, okorasa chimbunde, na kogesa emeburukano.",Security
Community policing reduces livestock theft. Share intelligence and support police investigations.,Polisi jamii hupunguza wizi wa mifugo. Shiriki akili na usaidie uchunguzi wa polisi.,Oborendi bwebinyoro nogo bogokeania oboibi bwetugo. Karwe amanagana obotuki na bwatisia porisi kobeka oborendi.,Security
Control fall armyworm in an environmentally friendly way using Integrated Pest Management (IPM) techniques suitable for onions.,Dhibiti viwavijeshi vya kuanguka kwa njia rafiki kwa mazingira kwa kutumia mbinu za Usimamizi Jumuishi wa Wadudu (IPM) zinazofaa kwa vitunguu.,tanga amakonde ase enchera engiya na erendete amasingira buya as ogotumia amariogo ao ao (IPM) tekonorochia obwenerete oboremi bwebibitunguo.,Agriculture
"Research Briefs: Results From Re:BUiLD’s Wave 1 Randomized Control Trials (RCTs) On Mentorship And Cash Grants For Microentrepreneurs in Nairobi, Kenya and Kampala, Uganda","Muhtasari wa Utafiti: Matokeo Kutoka kwa Re:BUiLD's Wave 1 Randomized Control Trials (RCTs) Juu ya Ushauri na Ruzuku ya Fedha kwa Wajasiriamali Wadogo huko Nairobi, Kenya na Kampala, Uganda.",N/A - Pending Fine-Tuned Model Inference,Disaster/Health
Monitor dropout rates quarterly 2020.,Fuatilia viwango vya kuacha shule kila robo mwaka 2020.,Bwatia komanya ekerengo abana bakogwa amatemwa nyuma yemetienyi 3 omwaka 2020.,Education
Know your flood routes! Practice school evacuation drills for safety.,Jua njia zako za mafuriko! Fanya mazoezi ya uokoaji shuleni kwa usalama.,Manya ase emegoko ekwerwera! Tema komanyia abana chinhera chiokwerenda na komonchoria ekero kiobokong'u.,Education
Older adults need tailored evacuation plans. Identify caregivers and accessible shelters in advance.,Wazee wanahitaji mipango maalum ya uokoaji. Tambua walezi na makazi yanayoweza kufikiwa mapema.,Abanto abagotu mbaganetie enchera yabeene kobatamia korwa emebasekano. Beka abatenereri babo amo nase oraibaire kobera motwe yokobatania korwa omobasekano.,Security
Dual training alert: All TVET students must sign industry contracts by Dec 31.,Tahadhari ya mafunzo mara mbili: Wanafunzi wote wa TVET lazima wasaini mikataba ya tasnia ifikapo Desemba 31.,Kabe maiso ng'a amasomo igoro ya ayande ara rimo achakire. Abarimu bonsi bobundi nechisemi chiokwegendereria (TVET) abana goika babeke egechara kiogwancherana kiogwancherana emeremo nyuma yechitriki 31 chiomotienyi 12.,Education
Ecpectant mothers are advized not to drink beer. Getting drunk when you are expectant can cause sickness and affect the unborn baby,N/A - Pending Fine-Tuned Model Inference,Abasubati bebwateranetie basemiigwe gotanywa amarwa. Ogotinda ekero ki'oborito nabo ekorenta oborwaire bw'amarwa naboigo gotebania ogokina kw'omwana otaraiborwa.,Health
NPS reiterated guidance for officers to use proportional force during protests and to prioritize peaceful engagement.,NPS ilirudia mwongozo kwa maafisa kutumia nguvu sawia wakati wa maandamano na kuweka kipaumbele katika ushiriki wa amani.,Ekeombe keria ekenene kiabasikari (NPS) kiairoreire komanyia abasikari gotumia chinguru chinke chingaki chiokorobererekana na koba nobwororo chingaki bakoiranererania nabainchi.,Security
UNDP Kenya and NCTC lead PREVENT to strengthen community resilience.,N/A - Pending Fine-Tuned Model Inference,Obomo bwechinse chikwagembera ase enchera yamagenderero (UNDP) aiga Kenya na ekeombe keria kegokinana nobokebago bwokoruta chipomu (NCTC) nabwio bakoraa omoroberio o'PREVENT erio gokong'ia okwenyara kwebinyoro gokinnan nobokebago.,Security
Prevent coffee berry diseases in a friendly manner that does not harm vital insects or caterpillars (IPM) ideal in rice paddies.,N/A - Pending Fine-Tuned Model Inference,Tanga amarwaire ekaagwa as enchera etari goita amakonde ase riroba gose gosaria amasingira ase ogotumia chingencho ao oa chiogotanga ebichuni gose amakonde (IPM) mose ase oboremi bwomochere.,Agriculture
"Farming dynamics embracing climàte smart agriculture, indicates progressive agriculture and acceptance of climate change through mixed farming..",N/A - Pending Fine-Tuned Model Inference,Oboremi boria bokoremereria ogosareka kwerire (CSA) ekerengererio ekio nigo gekworokereria ogokinia oboremi goetera okoburukania ebimeri mogondo ebio bikogenda nerire.,Agriculture
Knowing basic rules in trade is important to small scale farmers. PSA is a program explains the best guidelines of prices on meat.,N/A - Pending Fine-Tuned Model Inference,Komanya amachiko amororo yogokora oboonchoreria negento kiengencho ase abaremi bemegondo emeke. Omoroberio oyo o'PSA nkorwa ore aya obwenerete gokora goikera amagori amaya yenyama.,Agriculture
"Residents of St Teresa Primary school Mlango Kubwa, turned up in large numbers for the free targeted COVID-19 testing to prevent the transmission of the virus in the area. #KomeshaCorona","Wakaazi wa shule ya msingi ya St Teresa Mlango Kubwa, walijitokeza kwa wingi kwa ajili ya upimaji wa bure wa COVID-19 uliolengwa ili kuzuia maambukizi ya virusi katika eneo hilo. #KomeshaCorona",N/A - Pending Fine-Tuned Model Inference,Public Health
Learn on field extension services in your area at County level on trainings and knowledge.,N/A - Pending Fine-Tuned Model Inference,Egera komanya buna oranyare goikera obokonyi bwoboremi korwa abatebereria abwo nka yao ikorwa buna abaagirigacha beserikari ye kaonti Extension ogosemia amo nechisemi,Agriculture
"This document explains national joint efforts that focuses on weather patterns( here ""unity"") which aims at improving. ..",N/A - Pending Fine-Tuned Model Inference,"Omoroberio oyo bwemeremo nigo okoera buya buna ekeombe kiobomo bwense giachagete ase oboremo borengete rire (aigamotwe ""Obomo) obwo borigetie gokoinia...",Agriculture
"Local markets upto international markets, is an African model aimed at taxing in service delivery to a large extent to market access to about 1.3 billion.",N/A - Pending Fine-Tuned Model Inference,"Echiro yorogongo goika echiro yense engima, buna omoroberio bwa'Afrika orengete korusia ebango ase oboererania bwerigesa, nore noboagare bwosoa echiro na goikera abanto 1.3 billion.",Agriculture
"Harness renewable energy like solar for lighting needs like powering water pumps, lighting, or storage facilities.","Tumia nishati mbadala kama vile nishati ya jua kwa mahitaji ya taa kama vile pampu za maji, taa, au vifaa vya kuhifadhia.","Tema gotumia chinguru chierisase buna solar koreta oborabu nyomba, goaka amache gochia etangi, gose korenda chindagera gotagunda bwango.",Agriculture
"Continue breast feeding the child at night, and eat foods that add milk to your body for the child to breast feed",N/A - Pending Fine-Tuned Model Inference,Genderera kogonkia omwana botuko na komenta amabere,Health
MORNING SESSION. â€¢ Leveraging World Bank Projects to Scale-up the Use of Data and Digital Technologies in Agriculture.,KIKAO CHA ASUBUHI. • Kutumia Miradi ya Benki ya Dunia Kuongeza Matumizi ya Data na Teknolojia za Kidijitali katika Kilimo.,CHINSEMO CHIA MAMBIA. â€¢ Korengangania chiprochekiti chia ebngi yense kogarei obokoreri bwomobaro na egechidichitari na chidichitari yegetekinorochia ase oboremi Digital Technologies in Agriculture.,Agriculture
Kenya EHRP 2009 Projects - Health,N/A - Pending Fine-Tuned Model Inference,N/A - Pending Fine-Tuned Model Inference,General
"Kenya | Joint Market Monitoring Initiative (JMMI) Market Overview, Q1 (January - March, 2025)","Kenya | Muhtasari wa Soko wa Mpango wa Pamoja wa Ufuatiliaji wa Soko (JMMI), Q1 (Januari - Machi, 2025)",N/A - Pending Fine-Tuned Model Inference,Disaster/Health
Churches and mosques must vet staff and implement policies to prevent child abuse within their facilities.,Makanisa na misikiti lazima yachunguze wafanyakazi na kutekeleza sera za kuzuia unyanyasaji wa watoto ndani ya vituo vyao.,Chikanisa nemesikiti goika bakongori abakori emeremo babo na goikerania amachiko agotanga gokorera abana bobe imse yechinyomba chiikanisa gose emesikiti.,Security
"Rain and loss: Kenya grapples with severe floods, displacing thousands","Mvua na hasara: Kenya inakabiliana na mafuriko makubwa, na kusababisha maelfu ya watu kuyahama makazi yao",N/A - Pending Fine-Tuned Model Inference,Disaster/Health
Train on disaster preparedness in schools 2020.,Mafunzo kuhusu maandalizi ya majanga shuleni 2020.,Somia buna emechndo yemebasekano eranyare gokeigwa chisukuru omwaka 2020.,Education
The Commission urged all candidates and the public to maintain peace and order during the campaign period.,Tume iliwasihi wagombea wote na umma kudumisha amani na utulivu wakati wa kipindi cha kampeni.,batenereri nigo basabete barigi chikura bonsinabanainchi koba nomorembe amo noborendi chingaki chiokorigia chikura.,Governance
All schools install CCTV + hire guards by Dec 31 ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ Ministry directive or face closure!,Shule zote zaweka CCTV + kuajiri walinzi ifikapo Desemba 31 ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ Maagizo ya Wizara au tutalazimika kufungwa!,"Chisukueru chionsi goika chibe chiabekire ebinto bikomongera amang'ana (CCTV) na korika abarendi nyuma yechitariki 30 chiomotienyi 12, Omominisita bwechisemi orure ochika onye tari bo chisukuru echio chisiekwe!",Education
"IEBCKenya urges voters, candidates and agents to maintain order at polling stations and avoid wearing or carrying campaign materials","IEBCKenya inawasihi wapiga kura, wagombea na mawakala kudumisha utulivu katika vituo vya kupigia kura na kuepuka kuvaa au kubeba vifaa vya kampeni","IEBC yakureire abaaki chikura,abachore na abaechenti korenda amarago na obotoereru ase ebitaseni biogwaka chikura na betange ase okobeka chiyaga chiechikampeni gose ebinyererio biechikampeni",Governance
Tharaka Nithi County: Drought Early Warning Bulletin for December 2022,Kaunti ya Tharaka Nithi: Taarifa ya Onyo la Mapema kuhusu Ukame Desemba 2022,N/A - Pending Fine-Tuned Model Inference,Disaster/Health
"Isiolo Leaders Condemn Calls to Dissolve County Government, Urge Neighboring Leaders to Focus on Their Own Constituents.",N/A - Pending Fine-Tuned Model Inference,Abaarai ime ya isiolo bagikeirie okogania kwogogania gweserekari yekaunti eyuo gotugutrwa are nakorŵa okoboria ase abarai bechinsemo chionchokanaine ensemo eyuo gokora ayabachigetie ase chinsemo chiechibunge chiabo.,Governance
"All TVET students get Ksh 10,000 monthly stipend + free laptop from Jan!","Wanafunzi wote wa TVET wanapata posho ya Ksh 10,000 ya kila mwezi + kompyuta mpakato bila malipo kuanzia Januari!","abarimu bonsi besekenderi yanse bagosomia obobundi nechisemi chiokwendereria (TVET) banyore chisiringi 10,000 kera omotienyi chiogwekonyera  amo nechikombiuta chia koboko nyuma yomotienyi omotang’ani",Education
Kenya - Northern Kenya: Drought Severity and Population Exposure in Marsabit County (28 Jan 2026),Kenya - Kaskazini mwa Kenya: Ukali wa Ukame na Mfichuo wa Idadi ya Watu katika Kaunti ya Marsabit (28 Januari 2026),N/A - Pending Fine-Tuned Model Inference,Disaster/Health
Garissa County: Drought Early Warning Bulletin for September 2022,Kaunti ya Garissa: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Septemba 2022,N/A - Pending Fine-Tuned Model Inference,Disaster/Health
The Ministry of Education partnered with Huawei to launch digital skills training for 5000 TVET students across Kenya.,N/A - Pending Fine-Tuned Model Inference,Eminisitiri yechisemi yabwatanire partnered with Huawei na goansa amasomo igoro ochusi yegedichitari ase abana 5000 ba TVET Kenya engima.,Education
"Those job ads for 'NGO agents hiring enumerators' without an interview are a scam. Verify with the actual NGO before sending money.""",Matangazo hayo ya kazi kwa 'mawakala wa mashirika yasiyo ya kiserikali wanaoajiri wahesabuji' bila mahojiano ni ulaghai. Thibitisha na mashirika yasiyo ya kiserikali kabla ya kutuma pesa.,"Amangana ogosegeta korwa abaagenti ba'NGO ng'a nkorika bare abanto bakorika amang'ana gotakorigwa ogotemwa kwemeremo namangana oborimo. Manya boronge ng'a NGO ki yatomete amang'ana ayio.""",Security
"Always boil and cool the water, which you use to prepare for the child's food to prevent diseases.",N/A - Pending Fine-Tuned Model Inference,"Botambe beria na gokendi amache, okoroiseria omwana endagerà gotanga amarwaire",Health
Kenya: Vector borne diseases outbreaks - DREF n° MDRKE050 - Final Report,Kenya: Milipuko ya magonjwa yanayoenezwa na wadudu - DREF n° MDRKE050 - Ripoti ya Mwisho,N/A - Pending Fine-Tuned Model Inference,Disaster/Health
Tune in to EduTV daily 8ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“10 AM for CBC lessons.,Tumia EduTV kila siku saa 8:00 AM kwa masomo ya CBC.,Beka eredio gose Etibi -  EduTV kera rituko gochakera chinsa 2 goika chinsa 4 chia mambia otegerere amasomo CBC.,Education
"Innovation, investments, and collaborations are essential for technology to play a pivotal role in agriculture. â€¢ Access to technology by smallholder farmers is ...","Ubunifu, uwekezaji, na ushirikiano ni muhimu kwa teknolojia kuchukua jukumu muhimu katika kilimo. Upatikanaji wa teknolojia kwa wakulima wadogo ni ...","Iobomanyi oboyia, chinguru ase oboremi na kobwarerana nebiengencho ase tekinorochia ewyio egokora emeremo emenene ase oboremi. â€¢ Goikera echiro yegetekinorochia ase abaremi bemegondo emeke ne...",Agriculture
Ministry of Education and Agriculture partner to improve school feeding programs to boost student attendance and learning.,N/A - Pending Fine-Tuned Model Inference,Eminisitiri yechisemi na eyoboremi chiabwatanire kobeka buya omoroberio bwokorageria chisukuru orengete korora nga abana mbarema goika esukuru gosoma.,Education
"The Commission urges voters, candidates and agents to maintain order at all polling stations, avoid wearing or carrying campaign materials and to avoid campaigning while on the queue #October14thBy-elections.","Tume inawasihi wapiga kura, wagombea na mawakala kudumisha utulivu katika vituo vyote vya kupigia kura, kuepuka kuvaa au kubeba vifaa vya kampeni na kuepuka kufanya kampeni wakiwa kwenye foleni #UchaguziMdogo wa Oktoba14.","Ekomishoni yaboririe abaaki chikura, abarai bakobori oborai na abaechenti babeke omochoko ase ebitaseni biobochori naende gokora chikampeni ase omorobiri #Omotienyi o'ikomi 14 chikura chinke",Governance
