English,Kiswahili,Ekegusii,Domain,PSA_Probability,Is_PSA
"APS responded to a school bomb threat by evacuating students, securing the area, and launching investigations into the source.","APS ilijibu tishio la bomu la shule kwa kuwahamisha wanafunzi, kulinda eneo hilo, na kuanzisha uchunguzi kuhusu chanzo.","Abasikari bobokoreri (APS) nkiairaneretie bwango igoro yamang'ana yokogosereria gwepombu ase esukuru goetera ogotamia abana, goetanana ase ayio, na goansa obotuki komanya ase amangana ayio arwete.",Security,0.7075,1
Urban Refugee Policies and Legislation in Kenya and Uganda: 2025 Stocktake,Sera na Sheria za Wakimbizi Mijini nchini Kenya na Uganda: 2025 Stocktake,N/A - Pending Fine-Tuned Model Inference,Disaster/Health,0.9219,1
Farmers and agribusinesses across the Asia-Pacific region are increasingly making use of new digital technologies. IFAD and Grow Asia have recently released a ...,,Abaremi na abanyabiasara boboremi as ense ya Asia-Pacific bagendereirie oboremi bwabo goetera enchera yegetekinorogi yegechidichitari. IFAD na Grow Asia bwango iga mbasogetie a ...,Agriculture,0.6953,1
Civic education clubs mandatory in all secondary schools from 2026.,Vilabu vya elimu ya kiraia ni lazima katika shule zote za upili kuanzia 2026.,Ebiombe igoro yobogesaku birosigwe onsi,Education,0.9362,1
Event includes civic talks and games,Tukio hilo linajumuisha mazungumzo na michezo ya kiraia,Ogocha amo nechinkwana igoro yobogesaku  nechogosori.,Education,0.5602,0
Martial arts used to instill discipline and offer career paths.,,"Amasomo igoro yamasikani ase abarimu, kobwatia amachiko esukuru nechisemi nenchera eyemo yogokora omwana omotebere buna eki keramokonye goikerania amaosomo aye amotwe.",Education,0.4799,0
@MOH_Kenya is collaborating with counties to set up isolation centres countrywide to handle coronavirus cases. If you need help call 719. #KomeshaCorona @K24Tv live show,@MOH_Kenya inashirikiana na kaunti kuweka vituo vya kutengwa nchini kote kushughulikia visa vya coronavirus. Ukihitaji msaada piga 719. #KomeshaCorona @K24Tv live show,,Public Health,0.7883,1
Education CS Magoha says colleges and universities to remain closed until January 2021 as they are not Covid-19 compliant,Waziri wa Elimu Magoha asema vyuo vikuu vitafungwa hadi Januari 2021 kwani havifuati sheria za Covid-19,Omowaziri bwe’Chisemi Magoha otebire chi’yunibasiti tichirikoigorwa goika January 2021 ase eng’encho tibarabwatia amachiko a Covid-19,Health,0.9036,1
Technology of cold storage of AkoFresh has helped farmers in preservation of their produce for upto 21 days. This solar energy technology has proved effective and dependable in preserving fresh perishable produce.,,"Etekinorochia ya AkoFresh cold storage ngokonya ere abaremi ase okogacha rigesa riabo as enkendu yerigesa riendagera riria rigosareka bwango korwa mogondo goika amatuko nonya 21. Etekinorochia eye egotumia chinguru chierisase yabbeire eyengencho kegima, na...",Agriculture,0.6796,1
"Kenya has witnessed more 12 patients of Covid 19, all totaling to 246. The Minstry official has confirmed that among them, 5are hotel workers.",,"Kenya koenekia okomentekana Kwa abwarwaire 12 bande ba COVID-19, bonsi ase oboamo goika 246. Omoteneneri Bwa obochenu agoteba buna batano ase aba, nabakori egasi ba emobogani/hoteli.",Health,0.85,1
UNICEF Kenya Humanitarian Situation Report No. 1 (Drought) - 1 April to 31 May 2022,Ripoti ya Hali ya Kibinadamu ya UNICEF Kenya No. 1 (Ukame) - 1 Aprili hadi 31 Mei 2022,N/A - Pending Fine-Tuned Model Inference,Disaster/Health,0.8896,1
Kajiado County: Drought Early Warning Bulletin for April 2023,Kaunti ya Kajiado: Taarifa ya Onyo la Mapema kuhusu Ukame la Aprili 2023,N/A - Pending Fine-Tuned Model Inference,Disaster/Health,0.8564,1
Advisories recommend avoiding large gatherings and taking caution during religious and cultural events due to elevated risks.,Ushauri unapendekeza kuepuka mikusanyiko mikubwa na kuchukua tahadhari wakati wa matukio ya kidini na kitamaduni kutokana na hatari kubwa.,Obosemia obwo nigo bokomanyia ng'a bonsi baria bare ase emesangerekano yabanto abange buna chikanisa nemesikiti na emesangerekano ende yonsi babe maiso ekiagera yogoakwa chipomu okwo gokageire koba.,Security,0.7091,1
Civic education exam set for December 5 ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ download free notes from KICD portal today.,Mtihani wa elimu ya uraia umepangwa Desemba 5 ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ pakua madokezo ya bure kutoka lango la KICD leo.,"Amatemwa yobogesaku abekirwe chitariki 5 chiomotienyi 12, nyora amasakara ekkene arakorae ase amatemwa korwa KICD rero.",Education,0.9406,1
"THE NATIONAL TREASURY AND ECONOMIC PLANNING 
 
NOTICE TO THE GENERAL PUBLIC 
 
REPORT ON NATIONAL GOVERNMENT GUARANTEES FOR 
FISCAL YEAR 2023/24 
 
The Public Finance Management Act, 2012, section 32 (3) states that ‘Not later 
than two months after the end of each financial year, the Cabinet Secretary shall 
publish and publicise a report giving details of the guarantees given by the 
national government during that year.’  
 
The National Treasury hereby confirms that no new loan guarantee was issued by 
the National Government during the FY 2023/24. 
 
 
 
 
HON. CPA JOHN MBADI NG’ONGO, EGH 
CABINET SECRETARY",,,General,0.6257,1
"Kenya Price Bulletin, October 2024","Taarifa ya Bei ya Kenya, Oktoba 2024",N/A - Pending Fine-Tuned Model Inference,Disaster/Health,0.8627,1
"Food prices also remain a persistent stressor, while excessive rainfall and flooding in 2024 disrupted livelihoods and damaged infrastructure, particularly affecting host communities reliant on agriculture and livestock.","Bei ya vyakula pia inasalia kuwa mkazo unaoendelea, wakati mvua nyingi na mafuriko katika 2024 yalitatiza maisha na miundombinu iliyoharibiwa, haswa kuathiri jamii zinazotegemea kilimo na mifugo.",N/A - Pending Fine-Tuned Model Inference,Disaster/Health,0.913,1
It is not good for infants to be exposed to sigarette smoke because it affects the lungs of the child and can lead to suddeb death of the child,,Teri buya ase abana ebingwerere konyonka erioki riesigara egekogera erioki riesigara nigo rigosaria riyaa rimwana na ogokwa kwa mobasokanao ase abana abake,Health,0.7632,1
Laikipia County: Drought Early Warning Bulletin for February 2023,Kaunti ya Laikipia: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Februari 2023,N/A - Pending Fine-Tuned Model Inference,Disaster/Health,0.8665,1
"Acting immediately, Lucy administered lifesaving medicine to control the bleeding.","Kuchukua hatua mara moja, Lucy alitoa dawa ya kuokoa maisha ili kudhibiti damu.",N/A - Pending Fine-Tuned Model Inference,Disaster/Health,0.6981,1
"If your are at higher risk of severe #COVID19 and you experience symptoms of fever, cough, fatigue and or difficulty breathing: Seek medical care immediately. If you need emergency help, call 719. #KomeshaCorona update.","Iwapo uko katika hatari kubwa ya kupata #COVID19 kali na unapata dalili za homa, kikohozi, uchovu na kupumua kwa shida: Tafuta matibabu mara moja. Ukihitaji usaidizi wa dharura, piga 719. Sasisho la #KomeshaCorona.",,Public Health,0.8471,1
"Learn about extension services available in your area from KALRO. Know how to access advice, training, and support.","Jifunze kuhusu huduma za ugani zinazopatikana katika eneo lako kutoka KALRO. Jua jinsi ya kupata ushauri, mafunzo, na usaidizi.","Egera igoro yabasemia boboremi bare ange naye korwa KALRO. Manya buna oranyore ogosemia korwa ase bare, ogosomigwa, na gosirwa.",Agriculture,0.9255,1
Tune in to Kenya Education Cloud for Grade 4ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“8 CBC lessons.,Tumia EduTV Cloud ya Elimu ya Kenya kwa masomo ya CBC ya Darasa la 4ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“8.,Beka eredio gose Etibi - Kenya Education Cloud ase abana bageredi 8 gotegerera amasomo CBC.,Education,0.9529,1
Canada warns of terrorism near borders; avoid border areas.,Kanada yaonya kuhusu ugaidi karibu na mipaka; epuka maeneo ya mpakani.,Canada yarure ogokurerwa igoro yogoakwa chipomu chimbebe chia Kenya; kabe are nechimbebe.,Security,0.8701,1
"""I would like to congratulate the Government of Kenya for this step toward increasing access to the first malaria vaccine, as part of a package of WHO-recommended measures to strengthen malaria control.","“Ningependa kupongeza Serikali ya Kenya kwa hatua hii ya kuongeza upatikanaji wa chanjo ya kwanza ya malaria, ikiwa ni sehemu ya hatua zilizopendekezwa na WHO za kuimarisha udhibiti wa malaria.",,Health,0.951,1
He made up his mind right there to be vaccinated.,Aliamua hapo hapo kuchanjwa.,,Health,0.5135,0
Embu (Mbeere) County: Drought Early Warning Bulletin for June 2024,Kaunti ya Embu (Mbeere): Taarifa ya Onyo la Mapema kuhusu Ukame kwa Juni 2024,N/A - Pending Fine-Tuned Model Inference,Disaster/Health,0.8623,1
KNEC to conduct training for teachers on new e-assessment tools for continuous assessment.,KNEC itatoa mafunzo kwa walimu kuhusu zana mpya za tathmini ya kielektroniki kwa ajili ya tathmini endelevu.,Ekeombe keria ekenene getenerete amatemwa KNEC ngesomia abarimu igoro yokorengwa kwa abana okoyia nakogenderera.,Education,0.8506,1
"Multiple identification methods enhance security. Brands, tags, and microchips support recovery.","Mbinu nyingi za utambuzi huongeza usalama. Chapa, lebo, na microchips husaidia urejeshaji.","Beka etugo yao ebimanyererio ao ao gokonya kobirenda korwa oboibi. Chisambererie ekemanyererio, beka chipachi amato, and Kobekera chiombe ekagento gete ime yerisankwa riabo nechera eyemo yogotanga oboibi bwetugo ekiagera ekero yaibirwe egento keria kebisire ime yerisankwa nabo gekoorokia goetera eintaneti ase etugo eyio ere nakoyebwatia bwango.",Security,0.8805,1
The president urges residents to surrender guns during the amnesty.,Rais anawasihi wakazi kusalimisha bunduki wakati wa msamaha.,Omonene bw'ense orure okoboria asebonsi bararete ebirwanero ebitindi biechimbunde ase ekero amabera atarasiekwa.,Governance,0.8193,1
"In many tropical areas, extreme heat conditions persist for at leastthree months each year(maximum daily heat index greater than 32.2°C/90°F), even though they experience relatively few heatwaves as traditionally defined.","Katika maeneo mengi ya tropiki, hali ya joto kali huendelea kwa angalau miezi mitatu kila mwaka (kiwango cha juu cha joto cha kila siku zaidi ya 32.2 ° C/90 ° F), ingawa hupata mawimbi machache ya joto kama inavyofafanuliwa jadi.",N/A - Pending Fine-Tuned Model Inference,Disaster/Health,0.5233,0
"Because the surveys predate the deepest aid cuts observed since late 2024, conditions today are likely even more severe.","Kwa sababu tafiti zilitangulia upunguzaji mkubwa wa misaada ulioonekana tangu mwishoni mwa 2024, hali leo huenda ni mbaya zaidi.",N/A - Pending Fine-Tuned Model Inference,Agriculture,0.5569,0
Garissa County: Drought Early Warning Bulletin for August 2023,Kaunti ya Garissa: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Agosti 2023,N/A - Pending Fine-Tuned Model Inference,Disaster/Health,0.8643,1
Keep medicines and chemicals out of children's reach to avoid accidental poisoning incidents.,Weka dawa na kemikali mbali na watoto ili kuepuka matukio ya sumu kwa bahati mbaya.,Beka amariogo mo nebinto biria bionsi bire hatari ase abana are korwa ase bare buna enchera eyemo yogotanga abana konywa chisumu ase egesio ekebe.,Security,0.9204,1
World Vision Kenya Annual Report 2022,Ripoti ya Mwaka ya World Vision Kenya 2022,N/A - Pending Fine-Tuned Model Inference,Disaster/Health,0.8561,1
"[TSC Recruitment] Advertisement for 46,000 teaching positions across primary, junior secondary, and secondary schools with application deadline October 7, 2024","[Kuajiri TSC] Tangazo la nafasi 46,000 za kufundisha katika shule za msingi, sekondari za chini, na sekondari huku tarehe ya mwisho ya kutuma maombi ikiwa Oktoba 7, 2024","[Buna Ekeombe Ekenene Gekorika ] Amabaga 46,000 yabarimu beukuru yoboroso atangasirwe, chisukuru chiesekenderi ya inse, amo nechisekenderi atangasirwe nomoerio bwogotoma gosaba emeremo eyio nechitariki 7 omotienyi oikomi, omwaka 2024",Education,0.8342,1
Speeding Catches Up With You: This campaign focuses on social norming as a way of deterring people from speeding. Drive within speed limits to stay safe on the road.,Mwendo Kasi Unakufikia: Mkakati huu unalenga kubadilisha mienendo ya jamii ili kuwazuia watu kuendesha gari kwa mwendo kasi. Endesha gari kwa mwendo unaoruhusiwa ili kubaki salama barabarani.,,Security,0.671,1
Police salary increases aim to strengthen national security.,Nyongeza za mishahara ya polisi zinalenga kuimarisha usalama wa taifa.,Okogesa abasikari omosaara nigo orengete gokongia oborendi bwense yaito.,Security,0.7243,1
"Murang'a Senator Irungu Kang ata urges EACC, DCI not to be used to settle political scores",,"omoseneta omurang'a irungu kang'ata oboririe ekeombe klgiokorwania obokurumi, ekeombe kiobotuki mbabaisa koba bagokora emeremo yabo ase ogwanchereria gwa siasa.",Governance,0.7826,1
"Rotational grazing mimics natural herbivore patterns, improving soil health and reducing erosion in sustainable livestock systems.","Malisho ya mzunguko huiga mifumo ya asili ya mimea inayokula mimea, kuboresha afya ya udongo na kupunguza mmomonyoko katika mifumo endelevu ya mifugo.","Ogoonchoreria buna okorisia gose gotuga etugo yao erengete korageria etgo yao buna ebwenerete korwa aa gochia asande erio konyora rigesa riengencho, kogesa obotobu ase riroba, na gokeania omogoko bweriroba ase omoroberio bwetugo.",Agriculture,0.8872,1
All TVET students to get free laptops under new digital literacy program.,xxx,Abarimu bonsi besekenderi yanse baria bagosomia obundi nechisemi chiokwegendereria (TVET) banyore chikombuta chikoboko ase omoroberio otekinorochia goikerania amasomo yegetekinorochia,Education,0.8296,1
Announcing the launch of Kenya Market Assessment highlighting need for warning labels under new nutrient profiling model.,Kutangaza uzinduzi wa Tathmini ya Soko la Kenya ikiangazia hitaji la lebo za tahadhari chini ya mfumo mpya wa uainishaji wa virutubisho.,Koraria ogochaki gwe' chichiro Kenya komorekera okogania kobeka ebimanyererio inse yomoreberio omoyia ase chindagera,Health,0.8111,1
Graduation at South Eastern Kenya University.,Kuhitimu katika Chuo Kikuu cha South Eastern Kenya.,Ogokora na gosoka kwa abana aria South Eastern Kenya University.,Education,0.7265,1
Never leave children alone in vehicles - temperatures rise dangerously fast.,Usiwaache watoto peke yao ndani ya magari - halijoto huongezeka kwa kasi hatari.,Totiga abana boka erori ime - riberera ime yorori nigo rikomenta bwango.,Security,0.7947,1
KUCCPS opened its portal for a second course revision for 2024/2025 placement targeting 2023 KCSE candidates with a deadline of June 15 2024.,,emeroberio yaye yeintanetui gokonya abana gosaba amabaga yogosoa kiaigoire enyongo yaye portal eria kabere koirorera chikosi chiabo omwaka 2024/2025 ase abria bagosoa omwaka 2023 ase abana besekenderi KCSE nyuma yechitariki 15 chiomotienyi 6 omwaka 2024.,Education,0.9307,1
Multi-agency team monitors school safety during KCSE exams.,Timu ya mashirika mengi hufuatilia usalama wa shule wakati wa mitihani ya KCSE.,Etimu ya yechiminisitiri amo nebiombe binde nkorigereria bare igoro yoborendi bwechisukuru ekero chogokora amatemwa esekenderi (KCSE).,Education,0.7163,1
Proving that disability is not inability: Creating job opportunities in agriculture for youth with disabilities in Kenya [EN/AR/RU/ZH],Kuthibitisha kwamba ulemavu sio kutokuwa na uwezo: Kuunda nafasi za kazi katika kilimo kwa vijana wenye ulemavu nchini Kenya [EN/AR/RU/ZH],N/A - Pending Fine-Tuned Model Inference,Disaster/Health,0.9345,1
"KICD releases digital textbooks adapted for learners with special educational needs, including audio and braille format.",,"Ekeombe keria getenerete buna amasomo akorosigwa (KICD) nkorwa kere ebetabi biogosoma biegedichitari birengete abana baria abaremaru, amo namasomo ase ogokwana na biria bia abana batari korora.",Education,0.754,1
