English,Domain
Baringo County: Drought Early Warning Bulletin for March 2022,Disaster/Health
Public communication campaign across radio and TV networks during national mental health month.,Health
"WFP Kenya Country Brief, June 2025",Disaster/Health
Makueni County: Drought Early Warning Bulletin for April 2024,Disaster/Health
"Kenya - Garissa County - Dadaab - Ifo Refugee Camp - Administration offices, Financial Institutions, Markets and Community Facilities Infrastructure - as of May 2022",Disaster/Health
"JLTM NGO documented over 500 protest-related arrests, urging release of minors and access to legal representation.",Security
"EACC reaffirms its commitment to combating fraud and safeguarding integrity within the public service sector, a statement from the commission said.",Governance
Priority for TVET bursary given to needy students.,Education
Embu (Mbeere) County: Drought Early Warning Bulletin for December 2023,Disaster/Health
Healthy minds create healthy workplaces. Let's foster environments that prioritize mental health and support employees' well-being,Health
"Floods Impact and Interventions, 2024, as of 07.05.24",Disaster/Health
Kenya introduced legislation regulating virtual asset service providers to reduce money laundering and terrorism financing risks.,Security
Wajir County: Drought Early Warning Bulletin for August 2024,Disaster/Health
Keep hot drinks and cooking pots away from children's reach to prevent burn injuries.,Health
Former refugee wins global Nansen award for championing education for displaced children,Disaster/Health
"I will not tire in reminding you of the basic containment measures. Namely: washing your hands with soap and running water, maintaining social and physical distance, wearing of face masks at all times when in public places & avoid all forms of gatherings; CS Mutahi Kagwe.",Public Health
Strengthening the Future: Assessing Resilience Gaps in Kenya's Drought-Hit Turkana and West Pokot,Disaster/Health
"Kenya Key Message Update September 2023: Pastoral areas remain in Crisis (IPC Phase 3) as the pastoral lean season concludes, 2023",Disaster/Health
Ensure clean water! Prevent cholera outbreaks in schools.,Education
Kenya: Heavy Rains and Flooding Update - Flash Update #4 (03 May 2024),Disaster/Health
Learn correct positioning and latching techniques from health workers during pregnancy.,Health
Marsabit County: Drought Early Warning Bulletin for July 2024,Disaster/Health
"Nairobi - Kenya has launched the Kenya Health Products and Technologies Local Manufacturing Strategy 2026–2030, a five-year roadmap to expand local production of medicines, vaccines, diagnostics and medical devices, and …",General
Train on inclusive teaching 2023.,Education
"Kenya Quarterly Update, (January – March 2023)",Disaster/Health
Kenya: Witnesses Describe Police Killing Protesters,Disaster/Health
Effectively market your free-range eggs or services using social media platforms. Get tips on creating engaging content and reaching customers.,Agriculture
"Sports programs must prevent harassment, abuse, and hazing through clear boundaries and reporting procedures.",Security
This study tested the hypothesis that inclusion of Desmodium spp. into maize cropping system under the push-pull technology.,Agriculture
"In the event that one's condition deteriorates, then they should call 719, or send a SMS to *719#, or, notify the designated health care worker. #KomeshaCorona update.",Public Health
Unauthorized livestock movement spreads disease. Farmers should demand permits and follow quarantine notices.,Security
Climate Crises on Health and Livelihoods: The Unheard Tales of Garfasa Community in Isiolo,Disaster/Health
"Integrated Pest Management (IPM) combines biological, cultural, and chemical methods to control coffee berry disease effectively and safely.",Agriculture
Rise in robberies and unrest during protests calls for vigilance.,Security
"This are the first steps to keeping your family safe from Covid 19; 1.Wash your hands regularly with soap & running water 2. Cover your mouth and nose with a flexed elbow or tissue, when coughing or sneezing. 3.Avoid close contact with anyone who has cold or flu-like symptoms",Health
ACAT 2025 calls for greater investment and partnerships in Agri-Tech solutions to ignite Africa's agriculture · Malawi farmers share their ...,Agriculture
Every school must hold mock elections Nov 28 – winners get certificates from IEBC!,Education
Voices of the People: Impediments to Peace and Community Resilience in Kenya's North Rift Region,Disaster/Health
"This is in accordance with Article 201 of the Constitution and Section 35 (2) of the Public Finance Management Act, 2012 which requires public participation on all public finance matters.",Governance
Women-Led Support Groups Provide Hope for Communities Facing Drought,Disaster/Health
Kajiado County: Drought Early Warning Bulletin for May 2024,Disaster/Health
Secure schools against theft and vandalism 2021.,Education
West Pokot: Drought Early Warning Bulletin for October 2022,Disaster/Health
"Kenya Drought Advocacy Brief: Garissa, Mandera, Marsabit, Turkana, and Wajir - April 2023",Disaster/Health
Somali refugees in Kenya: increasing camp-urban mobility,Disaster/Health
Kenya launches curriculum enabling officers to identify and counter extremism.,Security
Meru (Meru-North) County: Drought Early Warning Bulletin for February 2023,Disaster/Health
"In cognizant of the measures we have taken to fight #COVID19, we have witnessed a spike in Domestic violence, Gender-based violence & Sexual Offences. As we address the issue through relevant agencies we call on Kenyans to focus on fighting the virus not violence #KomeshaCorona",Public Health
Misuse of veterinary drugs creates resistance. Buy from licensed sources and follow prescriptions.,Security
